questao,alternativa_E,alternativa_D,alternativaCorreta,alternativa_A,texto,alternativa_C,alternativa_B,pergunta
Questão 32880.   Direitos Humanos - Nível Superior - DPE PA - FMP - 2015,"e) a única previsão normativa no Brasil a respeito do tema está na Constituição Federal de 1988, no que se refere à reserva de vagas em concursos públicos para pessoas com deficiência.",d) o reconhecimento da constitucionalidade das ações afirmativas no direito brasileiro decorre exclusivamente de interpretação jurisprudencial oriunda do Supremo Tribunal Federal no exame do princípio da igualdade.,'c',"a) não existe previsão legal no ordenamento jurídico brasileiro para adoção de ações afirmativas pelo Estado, as quais estão contempladas, entretanto, no Programa Nacional de Direitos Humanos (PNDH-3) como previsão de política pública opcional aos governos.",,"c) segundo o conceito presente no ordenamento jurídico brasileiro, são medidas especiais provisórias que visam a acelerar a igualdade de fato, as quais devem ser suspensas, assim que os objetivos de igualdade de oportunidade e tratamento tenham sido alcançados.","b) a veiculação da dimensão formal do princípio da igualdade pelo artigo 3º, IV, da Constituição Federal de 1988 impede a adoção de ações afirmativas no direito brasileiro.","Sobre ações afirmativas no contexto normativo brasileiro, é correto afirmar que:"
Questão 6139.   Direitos Humanos - Nível Médio - Polícia Civil SP - VUNESP - 2013,e) capacidade.,d) pessoalidade.,'c',a) finalidade.,,c) publicidade.,b) regularidade.,"Nas disposições gerais acerca da Administração Pública, a
Constituição Federal, de modo expresso, faz referência aos
princípios que devem por ela ser obedecidos, entre os quais
figura o da
"
Questão 18195.   Direitos Humanos - Nível Médio - Polícia Militar RO - FUNCAB - 2014,"e) flagrante delito, desastre e para prestar socorro.","d) investigação criminal, suspeita de crime inafiançável e para prestar socorro.",'e',"a) suspeita de crime inafiançável, desastre e flagrante delito.",,"c) flagrante, suspeita de crime imprescritível e para prestar socorro.","b) desastre, suspeita de crime imprescritível e investigação criminal.","Não havendo determina ção judicial nem consentimento do morador, a Constituição Federal autoriza o ingresso de autoridade policial em uma casa nas hipóteses de:"
Questão 33385.   Direitos Humanos - Nível Superior - DPE CE - FCC - 2014,"e) o direito das pessoas com deficiência a um padrão adequado de vida para si e para suas famílias, inclusive moradia, alimentação, educação, saúde, cultura, lazer, prática desportiva, vestuário, higiene e transporte adequados, bem como à melhoria contínua de suas condições de vida; e o direito à proteção e à segurança das pessoas com deficiência que se encontrarem em situações de risco, inclusive situações de conflito armado, emergências humanitárias e ocorrência de desastres naturais.","d) a garantia de que as crianças com deficiência tenham o direito de expressar livremente sua opinião sobre todos os assuntos que lhes disserem respeito, tenham a sua opinião devidamente valorizada de acordo com sua idade e maturidade, em igualdade de oportunidades com as demais crianças; e o direito à proteção e à segurança das pessoas com deficiência que se encontrarem em situações de risco, inclusive situações de conflito armado, emergências humanitárias e ocorrência de desastres naturais.",'d',"a) a garantia, no caso em que a família imediata de uma criança com deficiência não tenha condições de cuidar da criança, de que cuidados alternativos sejam oferecidos por outros parentes e, se isso não for possível, dentro de ambiente familiar, em instituições do Poder Público; e a garantia de que serão adotadas medidas apropriadas para que as pessoas com deficiência tenham a oportunidade de desenvolver e utilizar seu potencial criativo, artístico e intelectual, não somente em benefício próprio, mas também para o enriquecimento da sociedade, assegurado o direito exclusivo de utilização, publicação ou reprodução de suas obras, transmissível aos herdeiros pelo tempo que a lei fixar.",,"c) o direito das pessoas com deficiência a um padrão adequado de vida para si e para suas famílias, inclusive moradia, alimentação, educação, saúde, cultura, lazer, prática desportiva, vestuário, higiene e transporte adequados, bem como à melhoria contínua de suas condições de vida; e a garantia de que serão adotadas medidas apropriadas para que as pessoas com deficiência tenham a oportunidade de desenvolver e utilizar seu potencial criativo, artístico e intelectual, não somente em benefício próprio, mas também para o enriquecimento da sociedade, assegurado o direito exclusivo de utilização, publicação ou reprodução de suas obras, transmissível aos herdeiros pelo tempo que a lei fixar.","b) o direito de exigir dos profissionais de saúde que dispensem às pessoas com deficiência atenção mais elevada do que a dispensada às demais pessoas e, principalmente, que obtenham o consentimento livre e esclarecido das pessoas com deficiência concernentes; e a garantia, no caso em que a família imediata de uma criança com deficiência não tenha condições de cuidar da criança, de que cuidados alternativos sejam oferecidos por outros parentes e, se isso não for possível, dentro de ambiente familiar, em instituições do próprio Poder Público.","A Convenção Internacional sobre os Direitos das Pessoas com Deficiência foi incorporada ao ordenamento interno com equiparação às emendas constitucionais. Os direitos nela contida passam, desse modo, a compor o sistema constitucional de direitos e garantias fundamentais. Entre eles, se encontram:"
Questão 4555.   Direitos Humanos - Nível Médio - Prefeitura de Rio de Janeiro RJ - BD - 2011,,"d) a conclusão da investigação penal pela Polícia
Civil",'a',"a) o trânsito em julgado da sentença penal
condenatória do Poder Judiciário",,c) o indiciamento criminal pelo Ministério Público,"b) a intimação para depor em inquérito policial
feita por Delegado competente","A Constituição Federal assegura que, diante da existência concreta da prática de um ato ilegal, o acusado não seja considerado culpado até que ocorra:"
Questão 9312.   Direitos Humanos - Nível Superior - Polícia Civil CE - CESPE - 2012,,,'b',Certo,,,Errado,"Acerca da teoria geral dos direitos humanos e da dignidade da pessoa humana, julgue os itens a seguir.

O direito internacional dos direitos humanos, fenômeno que antecedeu à Primeira Guerra Mundial, pode ser conceituado como uma construção consciente vocacionada a assegurar a dignidade humana."
Questão 2281.   Direitos Humanos - Nível Médio - Prefeitura de Rio de Janeiro RJ - FJG,,d) 14 anos,'b',a) 16 anos,,c) 15 anos,b) 18 anos,"Nos exatos termos do Estatuto da Criança e do Adolescente,
passam a ser penalmente imputáveis aqueles
que atingirem a seguinte idade:
"
Questão 17695.   Direitos Humanos - Nível Médio - Polícia Militar PI - UESPI - 2014,"e) Dirimir conflitos políticos, internos, das nações.","d) Manter a paz e a segurança internacionais e, para esse fim, tomar, coletivamente, medidas efetivas para evitar ameaças à paz e reprimir os atos de agressão ou outra qualquer ruptura da paz, e chegar, por meios pacíficos e de conformidade com os princípios da justiça e do direito internacional, a um ajuste ou solução das controvérsias ou situações que possam levar a uma perturbação da paz.",'d',"a) Desenvolver relações amistosas entre as nações, baseadas no respeito ao princípio de limitação de direitos e de autodeterminação dos povos, e tomar outras medidas apropriadas ao fortalecimento da paz universal.",,"c) Dirimir conflitos sociais, internos, das nações.","b) Conseguir uma cooperação internacional para resolver os problemas internacionais de caráter econômico, social, cultural, político ou humanitário, e para promover e estimular o respeito aos direitos humanos e às liberdades fundamentais para todos, sem distinção de raça, sexo, língua ou religião.","Com relação aos propósitos da Carta das Nações Unidas, assinale a alternativa correta."
Questão 18192.   Direitos Humanos - Nível Médio - Polícia Militar RO - FUNCAB - 2014,"e) às pessoas jurídicas de direito público e privado, exceto nos casos de dolo do agente causador do dano.","d) às pessoas jurídicas de direito público nos casos em que não houver culpa e dolo do agente causador do dano e às pessoas jurídicas de direito privado em todas as situações, assegurando direito de regresso contra o agente causador do dano nos casos de dolo..",'b',"a) ao agente causador do dano em todas as situações, assegurando direito de regresso contra a prestadora de serviço nos casos em que não houverdolo ou culpa.",,"c) às pessoas jurídicas de direito privado nos casos em que não houver culpa e dolo do agente causador do dano e às pessoas jurídicas de direito público em todas as situações, assegurando direito de regresso contra o agente causador do dano nos casos de dolo","b) às pessoas jurídicas de direito público e de direito privado, assegurando direito de regresso contra o agente causador do dano nos casos de culpa e dolo.","Nos casos de dano causados a terceiros na prestação de serviços públicos, a Constituição Federal atribui a responsabilidade:"
Questão 5292.   Direitos Humanos - Nível Médio - Polícia Civil MG - FUMARC - 2011,,"d) transferência forçada de crianças de um grupo para
outro.",'c',a) dano grave à integridade física de membros do grupo.,,c) assassinato de indivíduo que lidera grupo nacional.,"b) medidas que impedem o nascimento no seio do
grupo.","A Convenção para a Prevenção e Repressão do Crime de
Genocídio foi o primeiro tratado internacional de direitos
humanos aprovado no âmbito da ONU como consequência
das atrocidades perpetradas ao longo da Segunda
Guerra Mundial, particularmente, o genocídio, que resultou
na morte de seis milhões de judeus. A Convenção afirma
ser o genocídio um crime que viola o Direito Internacional
que pode ser caracterizado por qualquer um dos
atos cometidos com a intenção de destruir, no todo ou
em parte, um grupo nacional, étnico, racial ou religioso,
tal como
"
Questão 16584.   Direitos Humanos - Nível Médio - Polícia Militar AL - CESPE - 2012,"e) Com o fim da Primeira Guerra Mundial, a estrutura do direito internacional dos direitos humanos começou a se consolidar. A essa época, os direitos humanos tornaram-se uma legítima preocupação internacional e, então, foram criados mecanismos institucionais e de instrumentos que levaram tais direitos a ocupar um espaço central na agenda das organizações internacionais.","d) Os direitos fundamentais são os direitos humanos reconhecidos como tais pelas autoridades às quais se atribui o poder político de editar normas, tanto no interior dos Estados quanto no plano internacional; são, assim, os direitos humanos positivados nas Constituições, nas leis, nos tratados internacionais.",'d',"a) Os chamados direitos de solidariedade correspondem, no plano dos direitos fundamentais, aos direitos de segunda geração, que se identificam com as liberdades concretas, acentuando o princípio da igualdade.",,"c) A individualidade é uma das características dos direitos humanos fundamentais, e, nesse sentido, eles são dirigidos a cada ser humano isoladamente considerado, o que se justifica em razão das diferenças de nacionalidade, sexo, raça, credo ou convicção político-filosófica.","b) No século XX, inaugurou-se uma nova fase no sistema de proteção dos direitos fundamentais, na medida em que foi nele que os Estados passaram a acolher as declarações de direitos em suas Constituições.","Com relação ao conceito, à evolução e à abrangência dos direitos humanos, assinale a opção correta."
Questão 7110.   Direitos Humanos - Nível Superior - Polícia Civil MG - FUMARC - 2013,,"d) somente terá direito à nacionalidade brasileira se vier a residir no Brasil em qualquer tempo e optar pela nacionalidade brasileira.
",'b',"a) não terá direito à nacionalidade brasileira, já que não nasceu no Brasil. 
",,"c) não terá direito à nacionalidade brasileira, já que seu pai não estava a Serviço da República Federativa do Brasil. 
","b) será brasileira nata, se registrada em repartição brasileira competente. 
","Romeu, brasileiro nato,apaixonou-se por uma bela italiana de nome Julieta. O casal contraiu matrimônio no Brasil,mas constituiu, na Itália, o domicílio conjugal. O casal teve uma filha nascida na Itália.Considerando que Romeu não estava a serviço da República Federativa do Brasil, é CORRETO afirmar que sua filha:


"
Questão 7350.   Direitos Humanos - Nível Médio - Bombeiro Militar RO - FUNCAB - 2009,"e) aos projetos de lei sobre direitos humanos, que se tornarem lei, com votação específica no Congresso Nacional, e posterior veto presidencial.","d) as resoluções da Corte de Haia;
",'a',"a) aos tratados e convenções internacionais que versem sobre os direitos humanos aprovados pelo Congresso Nacional em votação específica;
",,"c) as medidas provisórias que versem sobre direitos humanos;
","b) as leis ordinárias sobre os direitos humanos ratificadas por mais de vinte países;
","A Emenda Constitucional nº 45/2004 trouxe uma importante inovação no campo dos direitos humanos, a qual vem contribuindo para uma maior efetivação de direitos humanos, consistente na atribuição de de norma constitucional:
"
Questão 33638.   Direitos Humanos - Nível Superior - DPE PI - CESPE - 2009,"e) O Pacto Internacional dos Direitos Econômicos, Sociais e Culturais pertence ao sistema regional de proteção dos direitos humanos.",d) O Pacto Internacional dos Direitos Civis e Políticos pertence ao sistema regional de proteção dos direitos humanos.,'b',a) A estrutura de proteção do direito internacional é concentrada na ONU.,,c) A UDHR pertence ao sistema regional de proteção dos direitos humanos.,"b) A proteção internacional pode ser vista, entre outros, em dois planos: sistema global (ONU) e sistema regional (OEA).","Atualmente, os direitos e garantias fundamentais estão inseridos em distintos textos constitucionais de diferentes países. Tal presença é uma conquista histórica ocorrida por ações concretas realizadas no passado. A Carta das Nações Unidas de 1945, exemplo de uma dessas ações concretas, consolidou, junto com a UDHR, o movimento de internacionalização dos direitos humanos. Tendo em vista essa institucionalização, assinale a opção correta a respeito da estrutura normativa do direito internacional protetivo dos direitos humanos."
Questão 9317.   Direitos Humanos - Nível Superior - Polícia Civil CE - CESPE - 2012,,,'b',Certo,,,Errado,"Julgue os próximos itens, relativos à Convenção Internacional sobre a Eliminação de Todas as Formas de Discriminação Racial.

Essa convenção aplica-se em âmbito universal à proteção aos direitos à igualdade, proibindo, entre outras, distinções, exclusões, restrições e preferências feitas por um Estado entre cidadãos e não cidadãos."
Questão 17428.   Direitos Humanos - Nível Superior - Polícia Militar SE - FUNCAB - 2014,e) estimular a consciência dos direitos humanos nos povos da América.,"d) formular recomendações aos governos dos Estados-membros , quando considerar conveniente, no sentido de que adotem medidas progressivas em prol dos direitos humanos no âmbito de suas leis internas e seus preceitos constitucionais, bem como disposições apropriadas para promover o devido respeito a esses direitos.",'a',"a) emitir, a pedido de um Estado-membro da Organização, pareceres sobre a compatibilidade das suas leis internas e a Convenção Americana de Direitos Humanos (Pacto de San José de Costa Rica) ou de outros tratados concernentes à proteção dos direitos humanos nos Estados Americanos.",,c) declarar guerra aos Estados que não cumprirem as suas decisões.,"b) atender às consultas que, por meio da Secretaria Geral da Organização dos Estados Americanos, lhe formularem os Estados-membros sobre questões relacionadas com os direitos humanos e, dentro de suas possibilidades, prestar-lhes o assessoramento que lhes solicitarem.",A Convenção Americana de Direitos Humanos (Pacto de San José de Costa Rica) preceitua que a Corte Interamericana de Direitos Humanos tem como competência e funções:
Questão 32473.   Direitos Humanos - Nível Médio - DEPEN - CESPE - 2015,,,'b',Certo," Consensualmente considerada um prolongamento natural da Carta da Organização das Nações Unidas (ONU, 1945), a Declaração Universal dos Direitos Humanos (DUDH) foi aprovada pela Assembleia-geral da ONU em 1948 (Resolução 217A). O documento reflete o desejo de paz, justiça, desenvolvimento e cooperação internacional que tomou conta de quase todo o mundo após duas grandes guerras no espaço de apenas duas décadas.

Com relação a esse assunto, julgue o item que se segue.",,Errado,"Embora afirme que toda pessoa tem direito à nacionalidade, a DUDH reconhece o direito dos governos de, arbitrariamente, privar alguém de sua nacionalidade."
Questão 34162.   Direitos Humanos - Nível Superior - DPE SE - CESPE - 2012,e) a pena de morte pode ser imposta a condenados por crimes conexos a delitos políticos.,"d) a pena de morte, nos Estados-partes que a adotem, pode ser aplicada a delitos políticos.",'b',"a) o Estado-parte não tem a obrigação de analisar pedido de indulto, anistia ou comutação de pena requeridos por condenado à morte.",,c) a pena de morte pode ser restabelecida nos Estados-parte que a tenham abolido.,"b) o direito à vida deve ser protegido, como regra, desde a concepção.","De acordo com o que dispõe a Convenção Americana de Direitos Humanos,"
Questão 14539.   Direitos Humanos - Nível Superior - AGU - CESPE - 2012,,,'b',Certo,,,Errado,"No que concerne aos direitos humanos no âmbito do direito internacional, julgue os itens que se seguem. 

Em casos que envolvam a prática de tortura sistemática, a Convenção Americana de Direitos Humanos permite o acesso direto do indivíduo à Corte Interamericana de Direitos Humanos."
Questão 7727.   Direitos Humanos - Nível Superior - Polícia Militar MG - BD - 2013,,"d) A liberdade religiosa é acessível a todo ser humano desde que sua manifestação seja feita de forma coletiva e em particular apenas.
",'c',"a) Todo ser humano tem o direito à liberdade de opinião e expressão; este direito inclui a liberdade de, sem interferência, se expressar ainda que fira a integridade moral de outrem. 
",,"c) Os homens e mulheres de maior idade, sem qualquer restrição de raça, nacionalidade ou religião, têm o direito de contrair matrimônio e fundar uma família. 
","b) Todo ser humano tem direito à instrução. A instrução será gratuita, pelo menos nos graus mais elementares e fundamentais. A instrução elementar é facultada ao ser humano.
","Sobre a Declaração Universal dos Direitos Humanos, adotada e proclamada pela Resolução n° 217-A (III) da Assembléia Geral das Nações Unidas em 10 de dezembro de 1948, é CORRETO afirmar que:"
Questão 2281.   Direitos Humanos - Nível Médio - Prefeitura de Rio de Janeiro RJ - FJG,,d) 14 anos,'b',a) 16 anos,,c) 15 anos,b) 18 anos,"Nos exatos termos do Estatuto da Criança e do Adolescente,
passam a ser penalmente imputáveis aqueles
que atingirem a seguinte idade:
"
Questão 6698.   Direitos Humanos - Nível Médio - Sejus ES - VUNESP - 2013,"e) ausência de armas pelos participantes; desnecessidade de autorização de autoridades públicas.
","d) finalidade pacífica ou não; ocorrência em locais abertos ao público.
",'e',"a) desnecessidade de prévio aviso à autoridade competente; não frustração de outra reunião anteriormente convocada para o mesmo local.
",,"c) finalidade pacífica; participantes com ou sem armas.
","b) ocorrência em locais abertos ao público; necessidade de autorização prévia.
","O direito de reunião assegurado na Constituição Federal de 1988 contém as seguintes características:
"
Questão 6699.   Direitos Humanos - Nível Médio - Sejus ES - VUNESP - 2013,"e) sempre que alguém sofrer ou se achar ameaçado de sofrer violência ou coação em sua liberdade de comunicação, por ilegalidade ou abuso de poder.
","d) para assegurar o conhecimento de informações relativas à pessoa do impetrante, constantes de registros ou banco de dados de entidades governamentais ou de caráter público.
",'b',"a) sempre que alguém sofrer qualquer ilegalidade ou abuso de poder por autoridade pública ou privada.
",,"c) para proteger direito líquido e certo, não amparado por mandado de segurança ou habeas data, quando o responsável pela ilegalidade ou abuso de poder for autoridade pública ou agente de pessoa jurídica no exercício de atribuições do Poder Público.
","b) sempre que alguém sofrer ou se achar ameaçado de sofrer violência ou coação em sua liberdade de locomoção, por ilegalidade ou abuso de poder.
","Conceder-se-á habeas corpus:
"
Questão 18192.   Direitos Humanos - Nível Médio - Polícia Militar RO - FUNCAB - 2014,"e) às pessoas jurídicas de direito público e privado, exceto nos casos de dolo do agente causador do dano.","d) às pessoas jurídicas de direito público nos casos em que não houver culpa e dolo do agente causador do dano e às pessoas jurídicas de direito privado em todas as situações, assegurando direito de regresso contra o agente causador do dano nos casos de dolo..",'b',"a) ao agente causador do dano em todas as situações, assegurando direito de regresso contra a prestadora de serviço nos casos em que não houverdolo ou culpa.",,"c) às pessoas jurídicas de direito privado nos casos em que não houver culpa e dolo do agente causador do dano e às pessoas jurídicas de direito público em todas as situações, assegurando direito de regresso contra o agente causador do dano nos casos de dolo","b) às pessoas jurídicas de direito público e de direito privado, assegurando direito de regresso contra o agente causador do dano nos casos de culpa e dolo.","Nos casos de dano causados a terceiros na prestação de serviços públicos, a Constituição Federal atribui a responsabilidade:"
Questão 10365.   Direitos Humanos - Nível Superior - DPE BA - BD - 2014,"e) sessão conjunta da Câmara dos Deputados e do Senado Federal, em turno único, pela maioria absoluta dos votos dos respectivos membros.","d) sessão conjunta da Câmara dos Deputados e do Senado Federal, em turno único, por três quintos dos votos dos respectivos membros.
",'a',"a) cada Casa do Congresso Nacional, em dois turnos, por três quintos dos votos dos respectivos membros.
",,"c) cada Casa do Congresso Nacional, em dois turnos, pela maioria absoluta dos votos dos respectivos membros.
","b) cada Casa do Congresso Nacional, em turno único, por três quintos dos votos dos respectivos membros.
","Segundo a Constituição Federal de 88, os tratados e convenções internacionais sobre direitos humanos serão equivalentes às emendas constitucionais, se aprovados em"
Questão 16612.   Direitos Humanos - Nível Médio - Polícia Militar AL - CESPE - 2012,"e) De acordo com a Declaração Universal dos Direitos Humanos, os direitos humanos são indivisíveis, em razão de se sucederem de geração em geração, em processo permanente e contínuo de evolução econômica e progresso moral da sociedade humana.","d) À Comissão Interamericana de Direitos Humanos cabe receber petições (individuais, de grupos de indivíduos e de organizações não governamentais) acerca de violações de direitos humanos e elaborar relatórios sobre a situação dos direitos humanos nos países signatários, podendo, inclusive, encaminhar o caso, quando necessário, à Corte Interamericana de Direitos Humanos.",'d',"a) Os direitos fundamentais de primeira dimensão, como as liberdades públicas e os direitos políticos básicos, foram institucionalizados, pela primeira vez, no século XIX, a partir dos processos de independência na América Latina.",,"c) Em virtude da natureza jurídica e da relevância internacional da Convenção Americana sobre Direitos Humanos, os direitos consagrados nessa Convenção podem ser ratificados por Estados soberanos não integrantes da OEA, desde que cumpram as regras e os princípios estabelecidos no referido acordo.","b) A Convenção Americana sobre Direitos Humanos, também denominada Pacto de San José de Costa Rica, assegura, de forma precípua, à população dos Estados-membros direitos sociais, econômicos e culturais, assim como uma série de direitos civis e políticos, instando os Estados a adotar medidas consistentes e efetivas para a garantia desses direitos.","No que diz respeito à Convenção Americana sobre Direitos Humanos, à Comissão Interamericana de Direitos Humanos e à origem histórica dos direitos humanos, assinale a opção correta."
Questão 33530.   Direitos Humanos - Nível Superior - DPE MS - VUNESP - 2014,,d) Convenção sobre os Direitos da Criança.,'b',a) Convenção sobre os Direitos das Pessoas com Deficiência.,,c) Convenção Internacional sobre a Eliminação de Todas as Formas de Discriminação contra a Mulher.,b) Convenção Internacional sobre a Eliminação de Todas as Formas de Discriminação Racial.,"Direito à segurança da pessoa ou à proteção do Estado contra violência ou lesão corporal cometida, quer por funcionários de Governo, quer por qualquer indivíduo, grupo ou instituição é um compromisso dos Estados partes que consta da"
