questao,alternativa_E,alternativa_D,alternativaCorreta,alternativa_A,texto,alternativa_C,alternativa_B,pergunta
Questão 15482.   Agronomia - Nível Superior - MPE ES - VUNESP - 2013,"e) áreas grandes, substituir os 20 cm superficiais de terra argilosa por terra mista.","d) áreas grandes, optar por práticas como adubação verde e espécies rústicas pouco exigentes quanto à fertilidade.",'d',"a) áreas pequenas, substituir os 20 cm superficiais de terra argilosa por areia grossa lavada",,"c) áreas pequenas e médias, remover 10 cm de terra argilosa e adicionar vermiculita e areia, revolvendo a uma profundidade de 20 cm.","b) áreas pequenas, substituir os 40 cm superficiais de terra argilosa por vermiculita e húmus de minhoca","A base para a correção de um solo é sempre tentar reproduzir os horizontes naturais, obtendo uma camada de 20 cm de solo de boa qualidade. Para isso, é necessário verificar as características a serem corrigidas por meio de amostragens, perfurando-o em vários locais e analisando o perfil existente. Se no preparo de um canteiro, o solo sofre terraplenagem, removendo-se os horizontes A e O e deixando-se na superfície apenas o horizonte B, deve-se, em"
Questão 15555.   Agronomia - Nível Superior - Petrobrás - CESGRANRIO - 2012,"e) I, II, III e IV.","d) II, III e IV, apenas.",'c',"a) I e II, apenas.",,"c) I, II e III, apenas.","b) II e III, apenas.","Os insetos provocam severos danos às plantas de importância agrícola, diminuindo a produtividade e afetando a qualidade dos grãos. Sobre esses insetos, considere as afirmativas abaixo.

I - O Acanthoscelides obtectus (Say) é um inseto que ataca os grãos armazenados do feijoeiro (Phaseolus vulgaris L.).

II - O Zabrotes subfasciaus (Bohemann, 1983) é um inseto que ataca os grãos armazenados do feijoeiro (Phaseolus vulgaris L.).

III - O Callosobruchus maculatus (Fabricius,1775) é um inseto que ataca os grãos armazenados de caupi (Vigna unguiculata (L.) Walp.).

IV - O Scaptocoris castanea é um inseto que ataca os grãos armazenados da soja (Glycine max L. Merril).

Está correto o que se afirma em"
Questão 15474.   Agronomia - Nível Superior - MPE ES - VUNESP - 2013,e) planialtimetria.,d) geodésia.,'c',a) planimetria.,,c) topologia.,b) altimetria.,"Baseia-se na geometria e desenvolve processos auxiliares para a topometria, tendo como objetivo o estudo das formas exteriores da superfície terrestre e as leis a que se deve obedecer seu modelado. Sua principal aplicação está na representação cartográfica do terreno pelas curvas de nível.

Essa afirmação refere-se à"
Questão 15176.   Agronomia - Nível Superior - MDA - FUNCAB - 2014,e) formação de nuvens cumuliformes.,d) massa de ar quente estacionada.,'b',a) passagemde frente fria.,,c) concentração de nevoeiro.,b) limitação física do relevo.,As chuvas denominadas orográficas são aquelas que ocorrem por interferência direta de:
Questão 15181.   Agronomia - Nível Superior - MDA - FUNCAB - 2014,e) cudzu tropical  ,d) feijão-de-porco ,'e',a) crotalaria ,,c) estilosantes  ,b) amendoim forrageiro  ,"Ao planejar o consórcio entre leguminosas e um pomar de laranjas, a escolha da espécie a ser utilizada deve atentar para aquelas que apresentem hábito de crescimento volúvel, pois estas plantas costumam crescer indeterminadamente, chegando a subir pelas árvores. Um exemplo desse tipo de comportamento é observado na espécie:"
Questão 15553.   Agronomia - Nível Superior - Petrobrás - CESGRANRIO - 2012,"e) I, II e III.","d) II e III, apenas.",'c',"a) I, apenas.",,"c) I e III, apenas.","b) II, apenas.","O processo de maturação da cana-de-açúcar pode ser definido como o processo fisiológico que envolve a formação de açúcares nas folhas e seu deslocamento e armazenamento no colmo.

A esse respeito considere as afirmações abaixo.

I - O armazenamento e a translocação do açúcar se processam aos poucos, desde os primeiros meses de crescimento da cana-de-açúcar até o completo desenvolvimento de seus colmos.

II - A maturação da cana-de-açúcar se dá do ápice do colmo para a sua base, determinando que uma planta imatura apresente grande diferença nos teores de sacarose entre os extremos de seus colmos.

III - Os maturadores classificados como não estressantes não interferem no ritmo de crescimento da planta, e sua ação libera o etileno, que ajuda a acumular sacarose nos colmos da cana.

Está correto o que se afirma em"
Questão 15145.   Agronomia - Nível Superior - Prefeitura de Paulista PE - UPENET - 2014,e) 20,d) 14,'a',a) 16,,c) 12,b) 10,"Sobre os parâmetros de qualidade da água, identifique as afirmativas CORRETAS e dê sua soma ao final.

(02) No valor da cor aparente, pode estar incluída uma parcela devido à turbidez da água. Quando esta é removida por centrifugação, obtém-se a cor verdadeira.

(04) A alcalinidade é a capacidade da água em resistir às mudanças de pH causadas pelas bases. Ela decorre, principalmente, da presença de gás carbônico livre.

(06) No meio aquático, o nitrogênio pode ser encontrado nas seguintes formas: nitrogênio molecular, escapando para a atmosfera, nitrogênio orgânico (dissolvido e em suspensão), amônia (livre NH3 e ionizada NH4+ ), nitrito e nitrato.

(08) Uma grande parte dos micropoluentes inorgânicos, que se dissolvem na água, são tóxicos. Entre estes, possuem especial destaque os metais, como arsênio, cádmio, cromo, chumbo, mercúrio e prata."
Questão 15180.   Agronomia - Nível Superior - MDA - FUNCAB - 2014,e) reflorestamentos ciliares.,d) controle das queimadas.,'d',a) culturas em faixas.,,c) alternâncias de capinas.,b) plantios em contorno.,"Considerando as diferentes práticas conservacionistas e de manejo do solo, aquela que se classifica como edáfica é conhecida como:"
Questão 15558.   Agronomia - Nível Superior - Petrobrás - CESGRANRIO - 2012,e) castanheira do Pará,d) coqueiro anão-verde,'b',a) citrus,,c) seringueira,b) bananeira,"O tempo decorrido entre o plantio e o início da produção da palma de óleo é de aproximadamente 3 anos. Geralmente, pequenos e médios produtores encontram dificuldades para custear os investimentos do plantio e manter a plantação durante o período pré-produtivo. Para esses produtores, é economicamente interessante associar a palma de óleo a outros cultivos que ajudem na amortização dos custos de implantação da cultura principal e garantam rendimentos nos anos iniciais.

Um desses cultivos é o de"
Questão 15179.   Agronomia - Nível Superior - MDA - FUNCAB - 2014,e) 40%,d) 50%,'a',a) 90%,,c) 60%,b) 70%,"No padrão comercial estabelecido para os corretivos de solo, os calcários classificados como do Grupo D são aqueles que apresentam PRNT (Poder Real de NeutralizaçãoTotal) mínimo de:"
Questão 15553.   Agronomia - Nível Superior - Petrobrás - CESGRANRIO - 2012,"e) I, II e III.","d) II e III, apenas.",'c',"a) I, apenas.",,"c) I e III, apenas.","b) II, apenas.","O processo de maturação da cana-de-açúcar pode ser definido como o processo fisiológico que envolve a formação de açúcares nas folhas e seu deslocamento e armazenamento no colmo.

A esse respeito considere as afirmações abaixo.

I - O armazenamento e a translocação do açúcar se processam aos poucos, desde os primeiros meses de crescimento da cana-de-açúcar até o completo desenvolvimento de seus colmos.

II - A maturação da cana-de-açúcar se dá do ápice do colmo para a sua base, determinando que uma planta imatura apresente grande diferença nos teores de sacarose entre os extremos de seus colmos.

III - Os maturadores classificados como não estressantes não interferem no ritmo de crescimento da planta, e sua ação libera o etileno, que ajuda a acumular sacarose nos colmos da cana.

Está correto o que se afirma em"
Questão 15555.   Agronomia - Nível Superior - Petrobrás - CESGRANRIO - 2012,"e) I, II, III e IV.","d) II, III e IV, apenas.",'c',"a) I e II, apenas.",,"c) I, II e III, apenas.","b) II e III, apenas.","Os insetos provocam severos danos às plantas de importância agrícola, diminuindo a produtividade e afetando a qualidade dos grãos. Sobre esses insetos, considere as afirmativas abaixo.

I - O Acanthoscelides obtectus (Say) é um inseto que ataca os grãos armazenados do feijoeiro (Phaseolus vulgaris L.).

II - O Zabrotes subfasciaus (Bohemann, 1983) é um inseto que ataca os grãos armazenados do feijoeiro (Phaseolus vulgaris L.).

III - O Callosobruchus maculatus (Fabricius,1775) é um inseto que ataca os grãos armazenados de caupi (Vigna unguiculata (L.) Walp.).

IV - O Scaptocoris castanea é um inseto que ataca os grãos armazenados da soja (Glycine max L. Merril).

Está correto o que se afirma em"
Questão 15557.   Agronomia - Nível Superior - Petrobrás - CESGRANRIO - 2012,"e) os efeitos da calagem só ocorrem em profundidade após o pH na zona de dissolução do calcário ter atingido valores acima de 6,5.","d) o alumínio (Al), em especial, além da paralisação do crescimento, causa engrossamento das raízes, o que, por sua vez, altera a absorção e a utilização de nutrientes, especialmente o fósforo (P), de forma positiva.",'a',a) uma das hipóteses das causas que promovem a migração dos agentes de neutralização da acidez no perfil do solo é que as partículas de calcário migram via canais e bioporos no perfil.,,c) a neutralização da acidez pelo uso de calagem superficial garante o aprofundamento das raízes em subsuperfície.,"b) a eficiência da calagem é determinada pela forma de aplicação, pelo tempo de manutenção do efeito na camada neutralizada e pelo volume de solo corrigido.","Em regiões tropicais, especialmente onde há ocorrências de veranicos, além dos problemas na superfície, a acidez de subsuperfície tem sido apontada como uma das principais causas de limitação à produtividade agrícola, dada a ação deletéria sobre o crescimento de raízes.

Em relação ao efeito da acidez nos solos"
Questão 15143.   Agronomia - Nível Superior - Prefeitura de Paulista PE - UPENET - 2014,e) 9,d) 5,'b',a) 10,,c) 3,b) 6,"A utilização da cartografia pelo homem é muito antiga. Dos primeiros mapas conhecidos que eram bastante rudimentares até chegarmos ao Google Earth e ao GPS, muita coisa mudou. A tecnologia alterou processos e métodos utilizados para a elaboração de cartas e mapas. Nesse contexto, identifique as afirmativas CORRETAS e dê sua soma ao final.

(01) O avanço das tecnologias: sensoriamento remoto, radares, fotos aéreas, dentre outras, permitiu que os mapas ficassem cada vez mais precisos, trazendo uma nova dimensão à cartografia.

(02) Apesar de todas as inovações tecnológicas aplicadas à cartografia, vale destacar que não existe uma representação perfeita, que traduza fielmente o real. Toda representação em duas dimensões apresenta problemas técnicos, como distorção da área cartografada.

(03) A projeção de Peters, elaborada pelo professor alemão Arno Peters no século XX (1973), por manter a proporcionalidade das áreas, passa, segundo alguns analistas, uma ideia de igualdade, valorizando as nações pobres e quebrando a visão de superioridade das nações ricas.

(04) A projeção de Mercator valorizou as terras do continente europeu no momento da expansão mercantil e colonial europeia e, durante alguns séculos, serviu à visão da Europa como centro do mundo ou ao eurocentrismo. Por não apresentar distorções nas áreas, a projeção Mercator é a que representa fielmente o real."
Questão 15559.   Agronomia - Nível Superior - Petrobrás - CESGRANRIO - 2012,"e) possui milhares de cultivares e, por isso, está incluída no Programa Nacional do Biodiesel.","d) apresenta grande potencial para a produção de biodiesel, com base na agricultura familiar.",'d',a) ocupa uma área plantada de 14 milhões de ha.,,"c) consiste em uma ameaça à floresta tropical nos Estados do Amazonas e Pará, dada a expansão da área plantada com mamona atualmente.","b) fornece 80% da matéria-prima para a produção de biodiesel, sendo a principal cultura atualmente explorada.","A busca por fontes alternativas de energia e a preocupação com a emissão de gases de efeito estufa têm levado os pesquisadores a procurar novas espécies vegetais que possam ser utilizadas na produção comercial de biocombustível.

Entre as espécies utilizadas para a produção de biodiesel, cita-se a mamona (Ricinus communis L.).

A situação atual dessa cultura no Brasil é que"
Questão 15480.   Agronomia - Nível Superior - MPE ES - VUNESP - 2013,"e) palmeira-real, babaçu, palmito-juçara.","d) tamareira, palmeira-azul, carnaúba.",'a',"a) babaçu, buriti, carnaúba.",,"c) palmeira-azul, palmito-juçara, jerivá.","b) licuala, buriti, jerivá.",São consideradas palmeiras nativas do Brasil:
Questão 15182.   Agronomia - Nível Superior - MDA - FUNCAB - 2014,e) Sul.,d) Norte.,'b',a) Centro-Oeste.,,c) Sudeste.,b) Nordeste,"Em se tratando dos aspectos sociais relacionados à cultura da mandioca, os dados do IBGE de 2013 destacam a grande participação da agricultura familiar. Considerando um extrato de área total com cultivo anual menor que 5 ha, a região brasileira que apresenta maior número de agricultores é a:"
Questão 15560.   Agronomia - Nível Superior - Petrobrás - CESGRANRIO - 2012,"e) rebentos, que são ramos foliáceos que se desenvolvem a partir de gemas encontradas na parte subterrânea do caule.","d) cormos, que são compostos de uma haste engrossada, coberta por uma casca fina de textura semelhante ao papel; no seu topo, uma gema produz raízes e brotos; possuem catáfilos secos (folhas modificadas) e são bem menores que os bulbos.",'d',"a) bulbos, que são estruturas complexas subterrâneas, onde uma porção denominada prato é envolvida por folhas modificadas (chamadas catáfilos ou escamas).",,"c) tubérculos, que são caules modificados em forma de raiz, arredondados, hipertrofiados, que acumulam substâncias de reserva (amido), apresentando saliências denominadas olhos ou brotos (gemas).","b) rizomas, que são levemente cilíndricos, apresentam crescimento horizontal, paralelo ao solo, podendo ser superficial ou subterrâneo e possuem gemas ao longo de sua extensão.","Diversas espécies de plantas são comercialmente cultivadas a partir do plantio de suas estruturas especializadas, e não a partir de sementes sexuais.

Como estruturas utilizadas no cultivo de gladíolo ou palma-de-santa-rita (Gladiolus hortolanus) tem-se os"
Questão 15481.   Agronomia - Nível Superior - MPE ES - VUNESP - 2013,e) promotor da formação de agregados.,d) fonte de energia para microrganismos do solo.,'b',a) adubo orgânico.,,c) condicionadores de solos argilosos.,b) substrato na produção de mudas.,"A vermiculita é um mineral da família das argilas micáceas utilizada, no paisagismo, preferencialmente como"
Questão 15478.   Agronomia - Nível Superior - MPE ES - VUNESP - 2013,"e) 287,10 m e 26,39 m","d) 234,56 m e 28,34 m.",'e',"a) 215,60 m e 24,32 m.",,"c) 192,45 m e 30,24 m","b) 189,42 m e 32,50 m.","Um teodolito acha-se estacionado no Ponto 1, com altitude igual a 100 m. Deste ponto, faz-se uma visada ascendente para um Ponto 2, obtendo-se as seguintes leituras: retículo superior = 3 200 mm; retículo inferior = 300 mm; altura do aparelho = 1,75 m.

Assinale a alternativa que apresenta os valores da distância horizontal e da diferença de nível entre os pontos, respectivamente.

(Dados: sen α = 0,09; cos2 α = 0,99 e sen2 α = 0,182)"
Questão 15559.   Agronomia - Nível Superior - Petrobrás - CESGRANRIO - 2012,"e) possui milhares de cultivares e, por isso, está incluída no Programa Nacional do Biodiesel.","d) apresenta grande potencial para a produção de biodiesel, com base na agricultura familiar.",'d',a) ocupa uma área plantada de 14 milhões de ha.,,"c) consiste em uma ameaça à floresta tropical nos Estados do Amazonas e Pará, dada a expansão da área plantada com mamona atualmente.","b) fornece 80% da matéria-prima para a produção de biodiesel, sendo a principal cultura atualmente explorada.","A busca por fontes alternativas de energia e a preocupação com a emissão de gases de efeito estufa têm levado os pesquisadores a procurar novas espécies vegetais que possam ser utilizadas na produção comercial de biocombustível.

Entre as espécies utilizadas para a produção de biodiesel, cita-se a mamona (Ricinus communis L.).

A situação atual dessa cultura no Brasil é que"
Questão 15179.   Agronomia - Nível Superior - MDA - FUNCAB - 2014,e) 40%,d) 50%,'a',a) 90%,,c) 60%,b) 70%,"No padrão comercial estabelecido para os corretivos de solo, os calcários classificados como do Grupo D são aqueles que apresentam PRNT (Poder Real de NeutralizaçãoTotal) mínimo de:"
Questão 15174.   Agronomia - Nível Superior - MDA - FUNCAB - 2014,e) luvissolos.,d) gleissolos.,'d',a) neossolos.,,c) argissolos.,b) latossolos.,"Segundo o atual Sistema Brasileiro de Classificação de Solos, aqueles que resultam de processos de intensa redução de compostos de ferro em presença de matéria orgânica, com ou sem alternância de oxidação, devido ao efeito de flutuação de nível do lençol freático, em regime de excesso de umidade permanente ou periódica, denominam-se:"
Questão 15175.   Agronomia - Nível Superior - MDA - FUNCAB - 2014,e) Sigatoka amarela ,d) pinta de deightoniella ,'c',a) podridão-mole  ,,c) mal do Panamá  ,b) antracnose ,"Em um pomar de banana-maçã, observou-se, nas plantas, um amarelecimento progressivo, vindo das folhas mais velhas para as mais novas, seguido de murcha, seca e quebra, próximo ao pseudocaule, que, após sofrer um corte transversal, revelou descoloração vascular. Tais sintomas são próprios da enfermidade conhecida como:"
Questão 15173.   Agronomia - Nível Superior - MDA - FUNCAB - 2014,e) horizonte O,d) horizonte E.,'c',a) horizonte A,,c) horizonte C.,b) horizonte B.,"Na gênese dos solos mais comuns, o material conhecido como saprolito é encontrado em grande proporção na seguinte posição:"
Questão 15480.   Agronomia - Nível Superior - MPE ES - VUNESP - 2013,"e) palmeira-real, babaçu, palmito-juçara.","d) tamareira, palmeira-azul, carnaúba.",'a',"a) babaçu, buriti, carnaúba.",,"c) palmeira-azul, palmito-juçara, jerivá.","b) licuala, buriti, jerivá.",São consideradas palmeiras nativas do Brasil:
