questao,alternativa_E,alternativa_D,alternativaCorreta,alternativa_A,texto,alternativa_C,alternativa_B,pergunta
Questão 20457.   Administração - Nível Superior - ANS - FEC - 2010,e) nota de lançamento,d) documento hábil,'d',a) conformidade documental,,c) registro originário,b) documento de sistema,"O documento cadastrado no SIAFI que gera compromissos de pagamento ou de recebimento,podendo ser de previsão (Nota de Empenho,Contrato, Proposta de Programação Financeira, etc.) ou de Realização (Nota Fiscal, Recibo, Folha de Pagamento, Programação Financeira Aprovada, etc.), denomina-se:"
Questão 9647.   Administração - Nível Médio - ABIN - CESPE - 2010,,,'b',Certo,,,Errado,"Acerca de estrutura organizacional, julgue os próximos itens.

Considera-se descentralizada a estrutura organizacional com pouca distribuição de poder, tipo de estrutura que beneficia os níveis hierárquicos mais baixos."
Questão 23643.   Administração - Nível Superior - CEPEL - BIO-RIO - 2014,"e) ingerir álcool é tão nocivo quanto fumar maconha, mas deve-se preferir aquele a essa.","d) fumar maconha é menos nocivo do que ingerir álcool, desde que em uso recreativo.",'a',a) fumar maconha e ingerir álcool são atos de diferentes graus de nocividade.," TEXTO
                       MACONHA E CLASSE SOCIAL

Em recente entrevista, o presidente Barak Obama afirmou que fumar maconha é menos nocivo do que ingerir álcool. Defensor da legalização do uso recreativo, acrescentou que a criminalização dessa droga prejudica mais os jovens negros e latinos das classes pobres do que os garotos de classe média, que raramente vão para a prisão pelo seu uso.
      Os dois argumentos revelam muito da ideologia dita progressista do presidente.
      Adepto do que se convencionou chamar de Estado-babá, ele pauta suas opiniões e decisões de acordo com o perigo que determinada atividade possa representar aos cidadãos. Assim, se a maconha é menos nociva que o tolerado álcool, pode ser liberada. Já o argumento segundo o qual a legalização beneficiará os mais pobres, que costumam ser punidos com mais rigor pela lei opressora, denota sua firme adesão à teoria da luta de classes.
      O consumo e comercialização da maconha devem ser liberados sim, mas não pelos fracos argumentos usados pelo presidente. O primeiro é cientificamente controverso e o segundo, embora verdadeiro, é tosco, uma vez que, no limite, pode ser usado para defender a descriminalização de qualquer atividade ilícita, inclusive os crimes contra a vida e a propriedade. Afinal, os mais pobres costumam ser punidos com mais rigor por quaisquer crimes, e não só tráfico e consumo de drogas. A questão relevante aqui deveria ser: devemos criminalizar atividades que não prejudiquem ninguém, além dos próprios agentes?
      Ora, se uma atividade deve ser proibida ou autorizada de acordo com os níveis de risco à vida ou à saúde de seus praticantes, deveríamos aplaudir a proibição de esportes radicais, consumo de açúcares, gorduras, álcool, cigarros e, até mesmo, guiar automóveis. Se tais atividades são admitidas, malgrado todos os perigos a elas inerentes, é porque consideramos que temos o direito de escolher o nosso próprio caminho, de buscar a própria felicidade de acordo com os nossos valores e avaliações, não os do governo, dos cientistas ou de qualquer outra atividade.

João Luiz Mauad, o Globo, 19/02/2014","c) devemos fumar maconha, mas não ingerir álcool.",b) fumar maconha é mais benéfico do que ingerir bebida alcoólica.,Infere-se da declaração inicial do presidente Obama que:
Questão 31732.   Administração - Nível Médio - CRMV RJ - BIO-RIO - 2014,"e) I, II e IV","d) I, II e III",'d',a) I e III,,"c) II, III e IV",b) II e IV,"Nomear as vantagens da centralização e da descentralização sempre levará a uma zona cinzenta em que fica difícil distinguir com clareza para que lado pende a gangorra. De um modo geral, entretanto, certas ideias estão consolidadas em relação ao tema. Atualmente, há uma corrente numerosa de pensadores que afirmam ser a descentralização uma opção quase natural da contemporaneidade. Entretanto, existe consenso em relação a algumas vantagens da centralização.

Avalie então se as afirmativas a seguir descrevem vantagens apregoadas da centralização administrativa:

I - As decisões mais importantes tendem a ser tomadas por pessoas mais capazes.
II - Gera necessidade de menor número de administradores de alto nível.
III - Facilita a uniformidade de diretrizes e normas.
IV - Tende a elevar o moral geral da organização.

Estão corretas apenas:"
Questão 29053.   Administração - Nível Médio - Prefeitura de Belo Horizonte MG - FUMARC - 2015,,d) contrapartilhada.,'a',a) solidária.,,c) controlada discretamente.,b) retida pelo delegante.,"A descentralização é um processo, por meio do qual a autoridade é transferida ao subordinado e a responsabilidade é"
Questão 34857.   Administração - Nível Superior - IFRS - FCM - 2016,"e) Processo de planejamento, implantação e controle do fluxo eficiente e eficaz de mercadorias, serviços e de informações.",d) Processo pelo qual há pouca interação com a área de marketing.,'e',a) Processo quase estático que diz respeito a pouca inter-relação com os stakeholders.,,c) Atividade relacionada exclusivamente ao fluxo de serviços.,b) Atividade que engloba exclusivamente a interação com os fornecedores.,"Por logística empresarial, entende-se (BALLOU, 2008):"
Questão 30796.   Administração - Nível Médio - CRC MG - IADES - 2015,e) Promove o conhecimento da realidade empresarial pelas chefias.,d) Motiva e integra as pessoas da organização.,'a',a) Provoca desconhecimento da realidade empresarial pelas chefias.,,c) Reduz a carga de comunicação dos chefes.,b) Proporciona maior rapidez no processo decisório.,"Texto 4

     Estrutura organizacional é o instrumento administrativo resultante da identificação, da análise, da ordenação e do agrupamento das atividades, e dos resultados das atividades e dos recursos das empresas, incluindo o estabelecimento dos níveis de alçada e dos processos decisórios, visando ao alcance dos objetivos estabelecidos pelos planejamentos das empresas.

OLIVEIRA, D. P. R. Estrutura organizacional: uma abordagem para resultados e competitividade. São Paulo: Atlas, 2006, com adaptações.  

Acerca do exposto no texto quanto a estrutura organizacional, assinale a alternativa que indica as desvantagens da organização informal. "
Questão 10963.   Administração - Nível Superior - SEDUC RJ - CEPERJ - 2012,e) no tamanho do segmento e capacidade de suportar os custos,"d) na capacidade de produção e com larga escala em relação à força dos substitutos
",'a',"a) da oferta da concorrência e significativo para justificar o lucro maior do que o custo 
",,"c) no mercado em que atua e de baixo valor agregado na visão dos compradores 
","b) na logística de distribuição e livre do poder de barganha dos fornecedores 
","Para adotar uma estratégia de diferenciação, o fundamental é que o atributo escolhido seja diferente:"
Questão 30794.   Administração - Nível Médio - CRC MG - IADES - 2015,e) reduz a carga de comunicação entre os chefes.,d) está sujeita a sentimentos.,'b',a) flui de maneira horizontal.,,c) visa aos interesses pessoais dentro da organização.,b) é planejada e formalmente representada pelo organograma.,"Estrutura organizacional é a forma pela qual as atividades de uma organização são divididas, organizadas e coordenadas.

STONER, J. A. F; FREEMAN, R. E. Administração. 5. ed. Rio de Janeiro: PHB, 1992.

Considerando que toda empresa possui dois tipos de estrutura  a formal e a informal , é correto afirmar que a estrutura formal "
Questão 13807.   Administração - Nível Superior - Polícia Federal - CESPE - 2012,,,'b',Certo,,,Errado,"Julgue os itens seguintes, referentes a administração e processo administrativo.

A matriz SWOT consiste em ferramenta típica de planejamento operacional."
Questão 23643.   Administração - Nível Superior - CEPEL - BIO-RIO - 2014,"e) ingerir álcool é tão nocivo quanto fumar maconha, mas deve-se preferir aquele a essa.","d) fumar maconha é menos nocivo do que ingerir álcool, desde que em uso recreativo.",'a',a) fumar maconha e ingerir álcool são atos de diferentes graus de nocividade.," TEXTO
                       MACONHA E CLASSE SOCIAL

Em recente entrevista, o presidente Barak Obama afirmou que fumar maconha é menos nocivo do que ingerir álcool. Defensor da legalização do uso recreativo, acrescentou que a criminalização dessa droga prejudica mais os jovens negros e latinos das classes pobres do que os garotos de classe média, que raramente vão para a prisão pelo seu uso.
      Os dois argumentos revelam muito da ideologia dita progressista do presidente.
      Adepto do que se convencionou chamar de Estado-babá, ele pauta suas opiniões e decisões de acordo com o perigo que determinada atividade possa representar aos cidadãos. Assim, se a maconha é menos nociva que o tolerado álcool, pode ser liberada. Já o argumento segundo o qual a legalização beneficiará os mais pobres, que costumam ser punidos com mais rigor pela lei opressora, denota sua firme adesão à teoria da luta de classes.
      O consumo e comercialização da maconha devem ser liberados sim, mas não pelos fracos argumentos usados pelo presidente. O primeiro é cientificamente controverso e o segundo, embora verdadeiro, é tosco, uma vez que, no limite, pode ser usado para defender a descriminalização de qualquer atividade ilícita, inclusive os crimes contra a vida e a propriedade. Afinal, os mais pobres costumam ser punidos com mais rigor por quaisquer crimes, e não só tráfico e consumo de drogas. A questão relevante aqui deveria ser: devemos criminalizar atividades que não prejudiquem ninguém, além dos próprios agentes?
      Ora, se uma atividade deve ser proibida ou autorizada de acordo com os níveis de risco à vida ou à saúde de seus praticantes, deveríamos aplaudir a proibição de esportes radicais, consumo de açúcares, gorduras, álcool, cigarros e, até mesmo, guiar automóveis. Se tais atividades são admitidas, malgrado todos os perigos a elas inerentes, é porque consideramos que temos o direito de escolher o nosso próprio caminho, de buscar a própria felicidade de acordo com os nossos valores e avaliações, não os do governo, dos cientistas ou de qualquer outra atividade.

João Luiz Mauad, o Globo, 19/02/2014","c) devemos fumar maconha, mas não ingerir álcool.",b) fumar maconha é mais benéfico do que ingerir bebida alcoólica.,Infere-se da declaração inicial do presidente Obama que:
Questão 23607.   Administração - Nível Superior - CEMIG TELECOM - BD - 2014,,d) comportamental.,'a',a) conceitual.,,c) técnica.,b) humana.,"Os administradores, para exercer as funções gerenciais, precisam dominar determinadas habilidades para desempenhar seu trabalho com eficiência e eficácia.

A habilidade relacionada ao entendimento da organização como um todo e que permite o administrador compreender as dificuldades enfrentadas tanto pelo seu departamento quanto pelos outros é a"
Questão 1173.   Administração - Nível Médio - INCA - CESPE,,,'b',Certo," Julgue os itens que se seguem, com relação ao processo administrativo.",,Errado,A elaboração dos protocolos de atendimento ao público desenvolvidos nos postos de saúde é exemplo de planejamento estratégico.
Questão 28578.   Administração - Nível Superior - Prefeitura de Barbacena MG - FCM - 2016,,"d) 4, 2, 3, 1.",'a',"a) 1, 3, 2, 4.",,"c) 3, 1, 4, 2.","b) 2, 4, 1, 3.","Enumere a sequência de evidências e ações do processo de orientação e influência, aplicado pelos líderes carismáticos, conforme os estudos do comportamento expressos por Robbins (2009):

( ) Articulação de visão atrativa, por meio da idealização de metas.
( ) Comunicação do sistema de valores e exemplificação de comportamento a ser seguido.
( ) Comunicação de expectativas de desempenho e demonstração de confiança na equipe.
( ) Proposição de sacrifícios e engajamentos em comportamentos diferenciados que demonstram convicção em relação à meta.

A sequência correta é"
Questão 9582.   Administração - Nível Superior - ANCINE - CESPE - 2013,,,'a',Certo,,,Errado,"Acerca dos processos de motivação e liderança, julgue os itens 09 e 10.

A motivação é específica e tem como propriedades a direção, a intensidade e a permanência; consiste no estudo explicativo sobre as forças ou motivos que influenciam o desempenho das pessoas em situações de trabalho."
Questão 9649.   Administração - Nível Médio - ABIN - CESPE - 2010,,,'a',Certo,,,Errado,"Julgue os itens subsequentes, acerca de delegação de autoridade.

A delegação de autoridade, vinculada aos níveis hierárquicos de uma instituição, independe do tipo de estrutura organizacional centralizada ou descentralizada."
Questão 6604.   Administração - Nível Médio - EBSERH - IADES - 2013,"e) Não há racionalidade na escolha da alternativa mais adequada para alcance dos objetivos.
","d) A decisão envolve escolha, o que implica dizer que, uma vez escolhida uma alternativa, deve-se abandonar as demais.",'e',a) O processo decisório é infuenciado pelas características pessoais de quem está tomando a decisão.,,"c) Diante das várias alternativas encontradas para a solução da situação-problema, o administrador deve escolher a mais adequada para alcance dos objetivos.","b) O processo decisório pode ser estruturado em etapas que vai desde o diagnóstico da situação-problema, até a implantação da alternativa escolhida.
","Administrar implica, na maioria das vezes, em fazer escolhas: o quê?, quem?, como fazer? Sobre o processo decisório, assinale a alternativa incorreta."
Questão 40203.   Administração - Nível Médio - TCE RO - CESPE - 2013,,,'a',Certo,,,Errado,"Com relação à gestão da qualidade e ao modelo de excelência gerencial, julgue os itens seguintes.

Deming, um dos principais autores da escola da qualidade nas organizações, definiu como essencial o fim da dependência da inspeção em massa."
Questão 28576.   Administração - Nível Superior - Prefeitura de Barbacena MG - FCM - 2016,,d) uma única maneira certa de fazer.,'b',a) o comando e o controle.,,c) a segurança e a estabilidade.,b) a interação entre grupos.,"De acordo com Chiavenato (2011), a Administração Científica é o ponto de partida para a administração, sendo o primeiro esforço científico para analisar e padronizar os processos produtivos com o objetivo de aumentar a produtividade e a eficiência.

Ainda hoje, as organizações seguem os fundamentos dessa abordagem, dentre os quais estão, EXCETO:"
Questão 21840.   Administração - Nível Médio - BR Distribuidora - CESGRANRIO - 2013,e) Por serviços,d) Por projetos,'e',a) Funcional,,c) Por departamentos,b) Territorial,"Uma importante cadeia de hotéis decidiu organizar suas 15 unidades espalhadas em todo o país a partir do segmento atendido. A empresa identificou que, para oferecer acomodações e pacotes de atividades adequados a cada segmento, é fundamental desenvolver tarefas e ter pessoas especializadas para lidar com necessidades específicas.

Que tipo de organização a cadeia de hotéis adotou?"
Questão 37929.   Administração - Nível Médio - TRT RS - FCC - 2015,"e) a fixação dos valores da organização, que devem ser passíveis de mensuração objetiva.","d) o diagnóstico institucional, consistente na análise interna, que identifica as ameaças e oportunidades da organização.",'c',"a) o estabelecimento dos cenários, definidos pela realidade existente na organização.",,"c) a definição da missão da organização, que exerce a função orientadora da ação organizacional no longo prazo.","b) o estabelecimento da visão de futuro da organização, que traduz a razão de ser da entidade.","O planejamento estratégico é uma metodologia de planejamento gerencial de longo prazo, cuja principal funcionalidade é estabelecer a direção a ser seguida pela organização e contempla"
Questão 7217.   Administração - Nível Superior - CEFET RJ - EXATUS PR - 2010,,"d) Atividade infinita, recursos ilimitados, incerteza, objetivo singular, cliente ou usuário. 
",'c',"a) Atividade infinita, recursos limitados, incerteza, objetivo singular, cliente ou usuário. 
",,"c) Atividade finita, recursos limitados, incerteza, objetivo singular, cliente ou usuário. 
","b) Atividade finita, recursos ilimitados, incerteza, objetivo singular, cliente ou usuário. 
","Os projetos são atividades realizadas uma a uma, sob encomenda. Neles se pode observar começo, meio e fim. (MAXIMIANO, 2000, 490)As principais características dos projetos são:

"
Questão 15924.   Administração - Nível Médio - CELG GT GO - CS-UFG - 2014,e) Manutenção da flexibilidade,d) Acompanhamento do cumprimento de metas.,'c',a) Fixação de metas.,,c) Desenvolvimento de planos de ação eficazes.,b) Criação de compromisso,"As questões - o que, quem, quando, onde, quanto e como - fazem parte de qual etapa de um plano ou planejamento?"
Questão 28783.   Administração - Nível Médio - Prefeitura de Bela Vista MG - FUNDEP - 2014,,d) O papel da administração não é assegurar a eficiência nem a eficácia das organizações.,'d',"a) A administração é um processo dinâmico de tomar decisões sobre a utilização de recursos, a fim de possibilitar a realização de objetivos.",,c) Os processos de gestão são também chamados de funções administrativas ou funções gerenciais.,"b) As principais funções do processo de gestão são: planejamento, organização, liderança, execução e controle.","Sobre o conceito de admin tração, assinale a alternativa INCORRETA."
Questão 25960.   Administração - Nível Médio - CNEN - IDECAN - 2014,"e) 4, 1, 6, 2, 3, 5.","d) 1, 2, 3, 4, 5, 6.",'a',"a) 2, 3, 1, 5, 4, 6.",,"c) 5, 2, 6, 3, 4, 1.","b) 3, 4, 2, 1, 6, 5.","O planejamento pode ser considerado um processo constituído por uma série de passos, a saber: 

1. Desenvolver premissas quanto às condições futuras. 
2. Definir os objetivos. 
3. Verificar qual a situação atual em relação aos objetivos. 
4. Escolher um curso de ação entre as várias alternativas. 
5. Analisar as alternativas de ação. 
6. Implementar o plano e avaliar os resultados. 

Segundo Chiavenato, assinale a sequência correta do processo de planejamento."
