questao,alternativa_E,alternativa_D,alternativaCorreta,alternativa_A,texto,alternativa_C,alternativa_B,pergunta
Questão 11029.   Química - Nível Superior - SEDUC RJ - CEPERJ - 2013,e) condensação,d) decomposição,'a',a) oxirredução,,c) síntese,b) dupla-troca," Em 1827, o químico alemão Friedrich Wöhler finalmente conseguiu, com suprema engenhosidade experimental, isolar o alumínio metálico. Basicamente, o experimento de Wöhler envolveu o aquecimento de cloreto de alumínio desidratado com potássio puro hiper-reativo, que removeu o cloreto do alumínio.

(STRATHERN, P. O sonho de Mendeleiev, 1ª edição. Rio de Janeiro, RJ: Jorge Zahar Editor, 2002, p.219.)

Na reação realizada por Wöhler ocorreu uma:"
"Questão 30136.   Química - Nível Médio - Copergás PE - FCC - 2016,",e) aquecimento de água de piscina.,d) aquecimento de água para banho.,'c',a) climatização de ambiente.,,c) compressão em cilindro.,b) preparo de alimentos.,Uma das aplicações do gás natural é no segmento residencial que NÃO o utiliza em
Questão 11024.   Química - Nível Superior - SEDUC RJ - CEPERJ - 2013,e) éter,d) éster,'a',a) aldeído,,c) fenol,b) cetona,"Diversos álcoois alifáticos têm sido observados na atmosfera atuando como poluentes. O álcool das folhas, como é chamado o hex-3-en-1-ol, é uma substância liberada pela grama, pelas árvores e lavouras. Esse composto reage com o ozônio atmosférico, produzindo substâncias poluentes que possuem a função orgânica:"
Questão 34947.   Química - Nível Fundamental - IFMG - FCM - 2016,"e) I, II e III.",d) I e II.,'a',a) I.,,c) III.,b) II.,"Em relação às propriedades gerais dos ácidos, sais e bases, considere as afirmativas:

I- Sais são substâncias iônicas que apresentam pelo menos um cátion diferente de H+ e pelo menos um ânion diferente de OH-.
II- O ácido deixa o indicador, papel de tornassol, azul.
III- A força de interação iônica de uma base independe do grau de solubilidade em água que ela apresenta.

Está(ão) correta(s) a(s) afirmativa(s)"
Questão 9060.   Química - Nível Médio - Petrobrás - CESGRANRIO - 2014,e) sódio nos três compostos é 1-,d) enxofre no Na2 S,'b',a) iodo no l,,c) iodo no NaI é 1+,b) enxofre no Na,"l2 + Na2 S2 O3 → Nal + Na2 S4 O6

Na reação de oxirredução representada pela equação não balanceada acima, o número de oxidação médio do.

"
Questão 34943.   Química - Nível Fundamental - IFMG - FCM - 2016,"e) I, II e III.",d) I e II.,'a',a) I.,,c) III.,b) II.,"Em relação aos materiais de aquecimento, utilizados em laboratórios, considere as afirmativas:

I- A Mufla é utilizada, em geral, na calcinação de precipitados.
II- O Bico de gás (ou bico de Bunsen) é utilizado nas operações de aquecimento direto de substâncias inflamáveis.
III. O Banho-maria é utilizado para aquecer soluções a temperaturas acima do ponto de ebulição da água ou para sublimar sólidos a fim de diminuir-lhes o volume.

Está(ão) correta(s) a(s) afirmativa(s)"
Questão 35124.   Química - Nível Fundamental - IFBA - FUNRIO - 2016,e) 100 graus Farenheit.,d) 400 graus Kelvin.,'b',a) 10 graus Célcius.,,c) 50 graus Kelvin.,b) 100 graus Célcius.,"Com relação a água, podemos afirmar que, ao nível do mar, a mudança de estado físico de líquido para gasoso ocorre a"
Questão 16173.   Química - Nível Médio - Bombeiro Militar CE - CESPE - 2014,,,'a',Certo," Os fogos de artifício podem causar acidentes como incêndios, lesões corporais e até mesmo a morte de quem os usa ou observa. O principal componente desses artefatos é a pólvora negra, composta por enxofre, salitre e carvão em cuja combustão ocorre uma reação química que libera muita energia e que, por gerar grande quantidade de gases, é também expansiva e explosiva. A equação química não balanceada apresentada abaixo é uma representação simplificada dessa combustão.

KNO3(s) + S(s) + C(s) → K2S(s) + N2(g) + CO2(g)

Com base nas informações acima e na tabela periódica, incluída no final deste caderno de provas, julgue os itens a seguir.",,Errado,O número de oxidação do nitrogênio no nitrato de potássio é maior que o do nitrogênio na molécula de N2.
Questão 12424.   Química - Nível Superior - SEGPLAN GO - FUNIVERSA - 2015,e) determinar a concentração e a função química.,"d) estimar a densidade eletrônica e os modos vibracionais em ligações químicas.
",'a',"a) identificar a presença de grupos cromóforos e de grupos funcionais.
",,"c) identificar grupos funcionais e espécies cromóforas.
","b) determinar a posição relativa de seus átomos de hidrogênio e a disposição estereoquímica.
","A determinação da estrutura de uma molécula dá-se pelo uso de diferentes ferramentas analíticas, especialmente aquelas baseadas em métodos espectroscópicos, como as espectroscopias de absorção UV-vis e de infravermelho. Acerca da estrutura de uma molécula, as espectroscopias supracitadas permitem ao seu operador, respectivamente"
Questão 16172.   Química - Nível Médio - Bombeiro Militar CE - CESPE - 2014,,,'a',Certo," Os fogos de artifício podem causar acidentes como incêndios, lesões corporais e até mesmo a morte de quem os usa ou observa. O principal componente desses artefatos é a pólvora negra, composta por enxofre, salitre e carvão em cuja combustão ocorre uma reação química que libera muita energia e que, por gerar grande quantidade de gases, é também expansiva e explosiva. A equação química não balanceada apresentada abaixo é uma representação simplificada dessa combustão.

KNO3(s) + S(s) + C(s) → K2S(s) + N2(g) + CO2(g)

Com base nas informações acima e na tabela periódica, incluída no final deste caderno de provas, julgue os itens a seguir.",,Errado,"O KNO3 é um sal que tem as características de um composto iônico, apesar de apresentar ligações covalentes na sua estrutura."
Questão 24952.   Química - Nível Médio - ENEM - INEP - 2015,e) reação do hidróxido de sódio com o gás nitrogênio presente no ar.,d) adsorção de gases atmosféricos na superfície do sólido.,'a',a) absorção da umidade presente no ar atmosférico.,,c) reação das impurezas do produto com o oxigênio do ar.,b) fusão do hidróxido pela troca de calor com o ambiente.,"A soda cáustica pode ser usada no desentupimento de encanamentos domésticos e tem, em sua composição, o hidróxido de sódio como principal componente, além de algumas impurezas. A soda normalmente é comercializada na forma sólida, mas que apresenta aspecto derretido"" quando exposta ao ar por certo período.

O fenômeno de derretimento"" decorre da"
Questão 17537.   Química - Nível Médio - Polícia Militar MT - FUNCAB - 2014,e) flúor,d) oxigênio.,'b',a) enxofre.,,c) ferro.,b) carbono.,"Em 1985, químicos da Rice University (Texas, EUA) e da Sussex University (Brighton, Reino Unido), vaporizaram grafita e obtiveram uma molécula curiosa, com 60 atomos, dispostos em vinte hexágonos e doze pentágonos, como os gomos de uma bola de futebol. Em português recebeu o nome de fulereno e, juntamente com a grafita e o diamante, são formas alotrópicas do:"
Questão 25214.   Química - Nível Médio - UFF - UFF - 2010,e) [Cl ,d) [Cl ,'b',a) [Ag,,c) [Ag,b) [Cl ,"A escassez de água no mundo é agravada pela ausência de usos sustentáveis dos recursos naturais e pela má utilização desses recursos. A desigualdade no acesso à água está relacionada a desigualdades sociais. Controlar o uso da água significa deter poder. Em regiões onde a situação de falta dágua já atinge índices críticos, como no continente africano, a média de consumo por pessoa/dia é de 10-15/L, já em Nova York, um cidadão gasta cerca de 2000 L/dia. A água é considerada potável quando é inofensiva à saúde do homem e adequada aos usos domésticos. A água potável apresenta pH em torno de 6,5 a 8,5 e [Cl - ] cerca de 250 mg/L.

Assim, quando 25,0 mL de solução de NaCl 0,10 M reage com 5,0 mL de uma solução padrão de AgNO3 0,20 M (Kps do AgCl = 1,0x10-10 ), pode-se afirmar que"
Questão 35120.   Química - Nível Fundamental - IFBA - FUNRIO - 2016,"e) As pipetas laboratoriais, independente do material que foi pipetado, devem ser sempre deixadas de molho em solução de clorofórmio e acetona.","d) Caso precise esfregar a vidraria, utilize sempre água quente, sabão e uma escova própria para vidro, em seguida enxague o material em água corrente.",'e',"a) Para a limpeza de soluções solúveis, como cloreto de sódio e sacarose, é preciso limpar a vidraria de três a quatro vezes com água deionizada. Em seguida, é necessário deixar o material secar antes de guardá-lo.",,"c) Para a limpeza de buretas é preciso utilizar água quente e sabão, enxaguando a vidraria em água corrente e repetindo o processo de três a quatro vezes.","b) Na limpeza de vidrarias utilizadas para ácidos e bases fracas, é preciso usar água deionizada e repetir a limpeza de três a quatro vezes antes de colocar o vidro para secar.","No que diz respeito a lavagem da vidraria do laboratório, assinale a afirmativa incorreta"
Questão 35109.   Química - Nível Fundamental - IFBA - FUNRIO - 2016,e) 0º Farenheit,d) 100º Kelvin,'a',a) 0º Célcius,,c) 50º Kelvin,b) 100º Célcius,"Chamamos de ponto de fusão ao momento em que uma substância muda do estado físico sólido para o líquido. Com relação a água, podemos afirmar que, ao nível do mar, esta mudança ocorre a"
Questão 12425.   Química - Nível Superior - SEGPLAN GO - FUNIVERSA - 2015,"e) pipeta volumétrica; béquer; balão volumétrico de 100 mL; 83 mL de ácido concentrado; e titulação com NaOH 1,0 mol.L","d) pipeta graduada; béquer; balão volumétrico de 100 mL; 8,3 mL de ácido concentrado; e titulação com NH4OH 1,0 mol.L",'c',"a) pipeta volumétrica; béquer; balão volumétrico de 100 mL; 8,3 mL de ácido concentrado; e titulação com NaOH 1,0 mol.L",,"c) pipeta graduada; béquer; balão volumétrico de 100 mL; 8,3 mL de ácido concentrado; e titulação com NaOH 1,0 mol.L","b) pipeta graduada; béquer; balão volumétrico de 100 mL; 0,83 mL de ácido concentrado; e titulação com NaOH 1,0 mol.L","O preparo de soluções de ácidos e bases exige diferentes tipos de vidrarias, bem como o cálculo prévio das quantidades de reagentes a serem pesadas e do volume de solvente a ser adicionado. Além disso, a concentração verdadeira da solução preparada precisa necessariamente ser aferida. Como um exemplo prático para o preparo de 100 mL de uma solução 1,0 mol.L-1 de ácido clorídrico a partir de ácido clorídrico concentrado (massa: 37%; densidade: 1,19 g.cm-3 ; massa molar: 36,5 g.mol-1) e aferição da concentração, são necessários:"
Questão 16526.   Química - Nível Médio - Bombeiro Militar MG - IDECAN - 2015,,d) meta-acrilato de metila.,'a',a) cloreto de vinila.,,c) acetato de vinila.,b) cianeto de vinila.,"Sabe-se que a massa molar do PVC pode atingir 1500000 g/mol. Costuma-se utilizar o PVC para produzir tubulações, discos fonográficos, pisos e capas de chuva. Uma de suas principais características é o fato de que ele evita a propagação de chamas, sendo usado como isolante elétrico. Esse polímero é obtido a partir de sucessivas adições de"
Questão 18973.   Química - Nível Médio - EsFCEx - EB - 2014,e) 38,d) 40,'e',a) 36,,c) 34,b) 42,"Um átomo neutro do elemento químico genérico A, ao perder 2 elétrons forma um cátion bivalente, contendo 36 elétrons. O número atômico deste átomo A é"
Questão 34951.   Química - Nível Fundamental - IFMG - FCM - 2016,"e) I, II e III.",d) I e II.,'e',a) I.,,c) III.,b) II.,"Em relação aos riscos dos reagentes químicos, considere as afirmativas:

I- Substâncias corrosivas são químicos que destroem o tecido vivo, bem como vestuário.
II- Substâncias oxidantes são comburentes que podem inflamar substâncias combustíveis ou acelerar a propagação de incêndio.
III- Substâncias tóxicas são aquelas que provocam danos à saúde, na maior parte das vezes, muito graves ou mesmo a morte, quando inaladas, ingeridas ou absorvidas através da pele.

Está(ão) correta(s) a(s) afirmativa(s)"
Questão 18329.   Química - Nível Fundamental - Marinha do Brasil - MB - 2015,"e) Na composição do ar atmosférico pode-se encontrar gases nobres como Hélio, Neônio e Argônio, todos de fundamental importância para a respiração dos animais e plantas.","d) O vapor de água é o principal elemento na composição do ar atmosférico, sendo exclusivamente dele que o oxigênio é retirado para a respiração.",'a',"a) O gás carbônico representa uma pequena parcela da composição do ar atmosférico, sendo ele fundamental na realização de fotossintese.",,"c) O nitrogênio é o gás mais abundante do ar atmosférico, sendo fundamental para a respiração dos animais e plantas.","b) O oxigênio é o gás mais abundante do ar atmo.sférico, sendo fundamental para a respiração dos animais e plantas.","O ar atmosférico é formado por uma mistura de gases, vapor de água, micróbios e impurezas (como poeira e fuligem). Sobre os componentes do ar atmosférico, assinale opção correta,"
Questão 18329.   Química - Nível Fundamental - Marinha do Brasil - MB - 2015,"e) Na composição do ar atmosférico pode-se encontrar gases nobres como Hélio, Neônio e Argônio, todos de fundamental importância para a respiração dos animais e plantas.","d) O vapor de água é o principal elemento na composição do ar atmosférico, sendo exclusivamente dele que o oxigênio é retirado para a respiração.",'a',"a) O gás carbônico representa uma pequena parcela da composição do ar atmosférico, sendo ele fundamental na realização de fotossintese.",,"c) O nitrogênio é o gás mais abundante do ar atmosférico, sendo fundamental para a respiração dos animais e plantas.","b) O oxigênio é o gás mais abundante do ar atmo.sférico, sendo fundamental para a respiração dos animais e plantas.","O ar atmosférico é formado por uma mistura de gases, vapor de água, micróbios e impurezas (como poeira e fuligem). Sobre os componentes do ar atmosférico, assinale opção correta,"
Questão 9061.   Química - Nível Médio - Petrobrás - CESGRANRIO - 2014,e) perda da temperabilidade,"d) perda da dureza
",'b',"a) aumento da maleabilidade
",,"c) perda de tenacidade
","b) aumento da resistência à tração
","O aumento do teor de carbono nos aços-carbono causa
"
Questão 25075.   Química - Nível Médio - ENEM - INEP - 2014,e) Lançamento do vapor-d água sobre as pás das turbinas.,d) Aquecimento da água líquida para gerar vapor-d água.,'b',a) Fissão do material radioativo.,,c) Conversão de energia das turbinas pelos geradores.,b) Condensação do vapor-d água no final do processo.,"A elevação da temperatura das águas de rios, lagos e mares diminui a solubilidade do oxigênio, pondo em risco as diversas formas de vida aquática que dependem desse gás. Se essa elevação de temperatura acontece por meios artificiais, dizemos que existe poluição térmica. As usinas nucleares, pela própria natureza do processo de geração de energia, podem causar esse tipo de poluição.

Que parte do ciclo de geração de energia das usinas nucleares está associada a esse tipo de poluição?"
"Questão 30133.   Química - Nível Médio - Copergás PE - FCC - 2016,",e) I.,d) III.,'a',a) I e II.,,c) II.,b) I e III.,"O gás natural é encontrado em reservatórios subterrâneos, localizados tanto na terra quanto no mar, e pode ser:

I. associado, quando houver a presença de petróleo.
II. não associado, quando houver pouca ou nenhuma quantidade de petróleo.
III. parcialmente associado, quando houver mistura de gás e petróleo.

Está correto o que se afirma APENAS em"
Questão 24952.   Química - Nível Médio - ENEM - INEP - 2015,e) reação do hidróxido de sódio com o gás nitrogênio presente no ar.,d) adsorção de gases atmosféricos na superfície do sólido.,'a',a) absorção da umidade presente no ar atmosférico.,,c) reação das impurezas do produto com o oxigênio do ar.,b) fusão do hidróxido pela troca de calor com o ambiente.,"A soda cáustica pode ser usada no desentupimento de encanamentos domésticos e tem, em sua composição, o hidróxido de sódio como principal componente, além de algumas impurezas. A soda normalmente é comercializada na forma sólida, mas que apresenta aspecto derretido"" quando exposta ao ar por certo período.

O fenômeno de derretimento"" decorre da"
Questão 16525.   Química - Nível Médio - Bombeiro Militar MG - IDECAN - 2015,,"d) F, V, F, V.",'c',"a) F, F, V, V.",,"c) V, V, F, F.","b) V, F, F, V.","Segundo a teoria de Arrhenius apresentada em 1887 pelo químico sueco Svante Arrhenius, como parte de sua teoria  da  dissociação  eletrolítica,  ácido  é  toda  substância  que  em  água  produz  H+ .  Sobre  os  ácidos, marque  V  para  as  afirmativas verdadeiras e F para as falsas. 

(     )Ao adicionar solução de fenolftaleína em um meio ácido a solução ficará incolor, pois o aumento da concentração  de H+ desloca o equilíbrio. 
(     )O ácido carbônico é um ácido fraco, extremamente instável, que se forma somente em equilíbrio dinâmico entre a água e o gás carbônico. 
(     ) Quando reagem com o zinco produzem hidrogênio gasoso.  
(     ) Reagem com carbonatos e bicarbonatos para produzir monóxido de carbono. 

A sequência está correta em"
Questão 35121.   Química - Nível Fundamental - IFBA - FUNRIO - 2016,e) Se apenas as afirmativas II e III forem verdadeiras.,d) Se apenas as afirmativas I e III forem verdadeiras.,'c',"a) Se as afirmativas I, II e III forem falsas.",,c) Se apenas as afirmativas I e II forem verdadeiras.,"b) Se as afirmativas I, II e III forem verdadeiras.","Considere as afirmativas abaixo e responda:

I. Chamamos de concentração à quantidade de soluto em que se encontra dissolvida em uma quantidade de solvente;
II. Solvente é a substância que dissolve o soluto;
III. Solução é a mistura homogênea duas e somente duas substâncias."
Questão 24953.   Química - Nível Médio - ENEM - INEP - 2015,e) 82,d) 51,'b',a) 26,,c) 45,b) 41,"A hidroponia pode ser definida como uma técnica de produção de vegetais sem necessariamente a presença de solo. Uma das formas de implementação é manter as plantas com suas raízes suspensas em meio líquido, de onde retiram os nutrientes essenciais. Suponha que um produtor de rúcula hidropônica precise ajustar a concentração do íon nitrato (NO3-) para 0,009 mol/L em um tanque de 5 000 litros e, para tanto, tem em mãos uma solução comercial nutritiva de nitrato de cálcio 90 g/L. As massas molares dos elementos N, O e Ca são iguais a 14 g/mol, 16 g/mol e 40 g/mol, respectivamente.

Qual o valor mais próximo do volume da solução nutritiva, em litros, que o produtor deve adicionar ao tanque?"
Questão 25212.   Química - Nível Médio - UFF - UFF - 2010,e) tetraédrica e quadrática planar.,d) quadrática planar e linear.,'b',a) tetraédrica e trigonal planar.,,c) quadrática planar e trigonal planar.,b) tetraédrica e linear.,"A química está na base do desenvolvimento econômico e tecnológico. Da siderurgia à indústria da informática, das artes à construção civil, da agricultura à indústria aeroespacial, não há área ou setor que não utilize em seus processos ou produtos algum insumo de origem química. Um desses insumos é o metano, gás natural, usado como combustível na indústria química. A queima do metano pode ser representada pela seguinte equação:

CH4(g) + 2O2(g)  ➜  CO2(g) + 2H2O 

Em relação ao metano CH4   e ao dióxido de carbono  (CO2) pode-se dizer que a forma geométrica de cada um desses compostos, respectivamente, é"
Questão 18361.   Química - Nível Fundamental - Marinha do Brasil - MB - 2014,e) atômico desse novo elemento é 289.,d) de massa desse novo elemento é 175.,'a',a) atômico desse novo elemento é 114.,,c) de massa desse novo elemento é 114.,b) atômico desse novo elemento é 175.,"Alguns elementos quimicos artificiais não tem aplicação no dia a dia, contudo sua produção ajuda a entender melhor a estrutura dos atomos. Um dos últimos elementos quimicos artificiais foi produzido em laboratório por cientistas. Para tanto eles usaram um acelerador de particula que langou nucleos de plutonio para produzir um atomo com 114 protons e 175 neutrons. Sendo assim, pode-se afirmar que o número"
Questão 35109.   Química - Nível Fundamental - IFBA - FUNRIO - 2016,e) 0º Farenheit,d) 100º Kelvin,'a',a) 0º Célcius,,c) 50º Kelvin,b) 100º Célcius,"Chamamos de ponto de fusão ao momento em que uma substância muda do estado físico sólido para o líquido. Com relação a água, podemos afirmar que, ao nível do mar, esta mudança ocorre a"
Questão 18358.   Química - Nível Fundamental - Marinha do Brasil - MB - 2014,e) Metais.,d) Não metais,'e',a) Elementos de transição interna.,,c) Hidrogênio.,b) Gases nobres.,"Na tabela periodica estao organizados os elementos quimicos. Assinale a opção que apresenta o grupo com maior quantidade de elementos quimicos, de acordo com suas propriedades fisicas."
Questão 25689.   Química - Nível Médio - CITEPE - CESGRANRIO - 2011,e) finalidade ou função do equipamento no sistema.,"d) equipamento, se trabalha por circulação, imersão ou inundação.",'a',a) tipo e da espessura dos depósitos.,,c) fluido que opera no equipamento.,b) material com que foi confeccionado o equipamento.,"Para se fazer a remoção de carbonato de cálcio e óxidos de ferro em trocadores de calor, caldeiras, tubulações e camisas de reatores, são empregados desincrustantes à base de ácidos e inibidores altamente eficazes contra o ataque ao metal base.

As concentrações indicadas e o tempo de tratamento vão depender do(a)"
Questão 34944.   Química - Nível Fundamental - IFMG - FCM - 2016,e) 60.,d) 40.,'c',a) 2.,,c) 20.,b) 4.,"Considerando a massa molar do hidrogênio igual a 1,0 g.mol-1 e a do oxigênio igual a 16 g.mol-1, o número de mols de moléculas de H2O em 360 g de H2O é"
Questão 25114.   Química - Nível Médio - USP - FUVEST - 2015,"e) I gás metano
II água líquida
III diamante sólido","d) I água líquida
II ferro sólido
III diamante sólido",'a',"a) I gás nitrogênio
II ferro sólido
III cloreto de sódio sólido
",,"c) I gás nitrogênio
II cloreto de sódio sólido
III iodo sólido","b) I água líquida
II iodo sólido
III cloreto de sódio sólido","Existem vários modelos para explicar as diferentes propriedades das substâncias químicas, em termos de suas estruturas submicroscópicas.

Considere os seguintes modelos:

I. moléculas se movendo livremente;
II. íons positivos imersos em um ""mar"" de elétrons deslocalizados;
III. íons positivos e negativos formando uma grande rede cristalina tridimensional.

Assinale a alternativa que apresenta substâncias que exemplificam, respectivamente, cada um desses modelos."
Questão 18973.   Química - Nível Médio - EsFCEx - EB - 2014,e) 38,d) 40,'e',a) 36,,c) 34,b) 42,"Um átomo neutro do elemento químico genérico A, ao perder 2 elétrons forma um cátion bivalente, contendo 36 elétrons. O número atômico deste átomo A é"
