questao,alternativa_E,alternativa_D,alternativaCorreta,alternativa_A,texto,alternativa_C,alternativa_B,pergunta
Questão 31710.   Arquivologia - Nível Médio - CRESS PR - QUADRIX - 2015,e) Seleção e Diferenciação.,d) Alfabetação e Numeração.,'a',a) Estudo e Codificação.,,c) Ordenação e Numeração.,b) Indexação e Ordenação.,"A classificação é uma das atividades do processo de gestão de documentos arquivísticos, o qual inclui procedimentos e rotinas específicas que possibilitam maior eficiência e agilidade no gerenciamento e controle das informações. O Assistente Administrativo deve ter conhecimento de que ela deve ser realizada de acordo com as seguintes operações:"
Questão 38114.   Arquivologia - Nível Médio - EMBASA - CESPE - 2010,,,'b',Certo,,,Errado,"Quanto ao arquivamento, ao protocolo e aos procedimentos administrativos, julgue o item.

Protocolo é o setor encarregado do recebimento e da expedição de documentos. É o responsável, também, pelo arquivamento, que consiste em definir o tipo de armazenamento correto (pasta, caixa, prateleira) para a guarda de cada documento, segundo o suporte (papel, filme, fita magnética) e o formato (caderno, mapa, fotografia)."
Questão 25946.   Arquivologia - Nível Médio - CNEN - IDECAN - 2014,"e) todos  têm  direito  a  receber  dos  órgãos  públicos  informações  de  interesse  coletivo  ou  geral,  ressalvadas  aquelas  protegidas por sigilo nos termos da lei.","d) consideram-se documentos intermediários aqueles em curso ou que, mesmo sem movimentação, constituam objeto  de consultas frequentes.",'e',"a) arquivo público  é o  conjunto de procedimentos  e operações  técnicas  referentes  à produção,  tramitação  e uso de  documentos.",,"c) a indenização por dano material ou moral decorrente de violação do sigilo exclui a possibilidade de ação penal, civil e  administrativa.","b) os documentos públicos de valor permanente, corrente e intermediário não podem ser alienados e não são passíveis  de prescrição.","A Lei Federal nº 8.159/91 dispõe sobre a política nacional de arquivos públicos e privados. Nos termos dessa política,  é correto afirmar que"
Questão 9554.   Arquivologia - Nível Superior - ANCINE - CESPE - 2013,,,'a',Certo," Acerca da legislação arquivística e dos princípios e conceito relacionados à arquivologia, julgue os itens que se seguem.",,Errado,O princípio de respeito aos fundos é fundamental para a função classificação de documentos de arquivo.
Questão 7383.   Arquivologia - Nível Superior - DNIT - ESAF - 2013,e) tira.,d) cromia.,'a',a) fotograma.,,c) dimensão.,b) metro linear.,"O diagnóstico de um acervo fotográfico deve levar em consideração o volume documental. A quantificação dos negativos fotográficos devem ser feita por
"
Questão 26205.   Arquivologia - Nível Superior - CNJ - CESPE - 2013,,,'a',Certo,,,Errado,"A respeito de funções arquivísticas, julgue os itens subsequentes.

A função arquivística intitulada difusão é precedida pela descrição, visto que esta é uma atividade fundamental para a disseminação das informações contidas nos documentos de arquivo."
Questão 31290.   Arquivologia - Nível Médio - CREFITO RJ - CEPUERJ - 2013,,d) administrativo,'a',a) central,,c) permanente,b) setorial,"O setor responsável pela normalização dos procedimentos técnicos aplicados aos documentos de uma administração, podendo ou não assumir a centralização do armazenamento, é denominado arquivo:"
Questão 8897.   Arquivologia - Nível Médio - TRE SP - FCC - 2012,"e) I, III, V, II, VIII, VII, VI, IV.","d) II, I, IV, III, VI, V, VIII, VII.",'b',"a) VIII, VII, VI, I, II, IV, III, V.",,"c) VI, IV, III, VIII, I, VII, V, II.","b) IV, I, VIII, III, II, VII, V, VI.","A fim de facilitar sua consulta, os prontuários dos servidores de um órgão público são armazenados em pastas suspensas e ordenados pelo método alfabético. Considere os nomes dos funcionários abaixo relacionados e indique a sequência em que devem ficar seus respectivos prontuários.

I. Jair de Moraes Neto
II. Odair de Morais
III. José de Morais Filho
IV. Antônio de Moraes Carvalho
V. Joaquim da Silva Moreira
VI. Carlos Moura
VII. Beatriz Moreira
VIII. Ana Beatriz Moreira de Morais
 "
Questão 20448.   Arquivologia - Nível Superior - ANTAQ - CESPE - 2009,,,'a',Certo," Acerca da legislação arquivística brasileira, julgue os itens de 109 a 120.",,Errado,"A manutenção e a atualização do ambiente tecnológico relacionado a software, hardware, formatos de arquivo e mídias de armazenamento digital estão relacionadas diretamente com a questão da preservação digital.
"
Questão 37066.   Arquivologia - Nível Fundamental - TJ RR - CESPE - 2012,,,'a',Certo,,,Errado,"Com referência à preservação e conservação de documentos de arquivo, julgue os itens a seguir.

O ar seco contribui para o enfraquecimento do papel."
Questão 6571.   Arquivologia - Nível Médio - ANP - CESGRANRIO - 2008,e) verticais e horizontais.,d) probatórias e informativas.,'e',a) correntes e intermediárias.,,c) passivas e ativas.,b) ostensivas e sigilosas.,"Um administrador de um centro de memória, que mantém um acervo de desenhos técnicos e plantas de engenharia urbanística nas dimensões de A0 a A4, arquiva esses documentos em mapotecas que podem ser de dois tipos"
Questão 20509.   Arquivologia - Nível Médio - ANTAQ - CESPE - 2009,,,'b',Certo," Acerca de arquivamento e procedimentos administrativos, julgue os itens a seguir.",,Errado,"O método numérico simples determina a numeração sequencial dos documentos, dispondo os números em três grupos de dois dígitos cada um. Por exemplo: 52-63-19.
"
Questão 2136.   Arquivologia - Nível Superior - Eletrobrás - BD,e) Equipe Técnica para Manutenção da Tabela de Temporalidade,d) Grupo de Trabalho para atualização das informações constantes da Tabela de Temporalidade,'a',a) Comissão Permanente de Avaliação e Grupo de Trabalho para execução de procedimentos metodológicos,,c) Comitê Multidisciplinar de Gestão e Comissão de Avaliação dos Documentos,b) Comissão Permanente de Avaliação e Destinação,"Segundo recomendação da Câmara Técnica de Avaliação de Documentos (2001), os órgãos que adotarem a tabela de temporalidade desenvolvida por eles deverão compor:

"
Questão 9219.   Arquivologia - Nível Médio - Prefeitura de Cantagalo RJ - CEPERJ - 2006,,"d) Banco Industrial e Agrícola
Mensageiro Semanal (O)
Oliveira Simões (Instituto)
Orlando Medeiros e Filhos Ltda
4ª Auditoria Permanente",'b',"a) Auditoria Permanente (Quarta)
Industrial e Agrícola (Banco)
O Mensageiro Semanal
Oliveira Simões (Instituto)
Orlando Medeiros e Filhos Ltda", CONSIDERE AS OBRAS CORRESPONDÊNCIA  TÉCNICAS DE COMUNICAÇÃO CRIATIVA (MEDEIROS) E MANUAL DA SECRETÁRIA (MEDEIROS E HERNANDES) E RESPONDA ÀS QUESTÕES DE Nº 21 A 30.,"c) 4ª Auditoria Permanente
Industrial e Agrícola (Banco)
Instituto Oliveira Simões
O Mensageiro Semanal
Orlando Medeiros e Filhos Ltda","b) Banco Industrial e Agrícola
Instituto Oliveira Simões
Mensageiro Semanal (O)
Orlando Medeiros e Filhos Ltda
Quarta Auditoria Permanente","Um funcionário deve arquivar em ordem alfabética, considerando os nomes das empresas ou instituições de origem, os processos relacionados abaixo.

Instituto Oliveira Simões

4ª Auditoria Permanente

Banco Industrial e Agrícola

Orlando Medeiros e Filhos Ltda.

O Mensageiro Semanal

Segundo as regras básicas de arquivamento alfabético, os processos devem ser arquivados na seguinte ordem:"
Questão 26216.   Arquivologia - Nível Superior - CNJ - CESPE - 2013,,,'b',Certo," Acerca de princípios e conceitos arquivísticos, julgue os itens a seguir.",,Errado,"A delimitação do fundo de arquivo, base conceitual da prática arquivística, é obtida a partir da aplicação do princípio da ordem original."
Questão 38117.   Arquivologia - Nível Médio - EMBASA - CESPE - 2010,,,'a',Certo,,,Errado,"Quanto ao arquivamento, ao protocolo e aos procedimentos administrativos, julgue o item.

A abertura de um processo denomina-se autuação. O processo é formado por um ou mais documentos que exijam estudos e(ou) procedimentos expressos em despachos, pareceres técnicos, instruções, entre outros."
Questão 30918.   Arquivologia - Nível Superior - FIOCRUZ - FGV - 2010,e) O estabelecimento do princípio da territorialidade dos documentos no plano nacional e a classificação dos arquivos.,d) O estabelecimento da Teoria das Três Idades e a classificação dos arquivos.,'a',a) O estabelecimento do princípio da territorialidade dos documentos no plano nacional e a democratização do acesso aos arquivos.,,c) O estabelecimento do princípio da territorialidade dos documentos no plano nacional e a Teoria das Três Idades.,b) O estabelecimento da Teoria das Três Idades e a democratização do acesso aos arquivos.,"Segundo Malheiro da Silva, a Lei 7 de Messidor, de 1789, foi uma reação ao Antigo Regime levada a cabo pela Revolução Francesa, e teve aspectos inovadores positivos, dentre os quais podemos destacar:"
Questão 20988.   Arquivologia - Nível Médio - ANATEL - CESPE - 2014,,,'b',Certo," A respeito da tabela de temporalidade de documentos, julgue os itens subsecutivos.",,Errado,"A aplicação da tabela de temporalidade gera, necessariamente, um plano de destinação.
"
Questão 20995.   Arquivologia - Nível Médio - ANATEL - CESPE - 2014,,,'b',Certo," Acerca da gestão de documentos, julgue os itens que se seguem.",,Errado,"As atividades de recebimento, classificação, registro, distribuição e tramitação são de responsabilidade do arquivo permanente.
"
Questão 30902.   Arquivologia - Nível Superior - FIOCRUZ - FGV - 2010,e) ao testemunho oral.,d) ao monumento.,'b',a) à memória.,,c) à produção de imagens.,b) ao texto.,"No final do século XIX, Fustel de Coulanges e outros historiadores, embebidos de um espírito positivista, passaram a considerar o documento como idêntico:"
Questão 32164.   Arquivologia - Nível Médio - DETRAN ES - CESPE - 2010,,,'b',Certo," Julgue o item a seguir, referente a arquivamento.",,Errado,"Considere que se decida criar em determinada instituição um local específico para armazenar todo o material impresso produzido internamente. Nessa situação, com objetivo de atender tal finalidade, deve- se construir uma biblioteca.
"
Questão 20922.   Arquivologia - Nível Superior - ANA - ESAF - 2009,e) Tem como sinônimo arquivamento.,d) A teoria das três idades é o seu embasamento metodológico.,'a',a) É usado para designar a organização dos documentos nos arquivos de terceira idade.,,c) É a operação que se resume à ordenação dos conjuntos documentais ainda não atingidos pela aplicação da tabela de temporalidade.,b) É uma operação diferente da classificação.,"Quanto ao conceito de arranjo, assinale a assertiva correta."
Questão 38115.   Arquivologia - Nível Médio - EMBASA - CESPE - 2010,,,'a',Certo,,,Errado,"Quanto ao arquivamento, ao protocolo e aos procedimentos administrativos, julgue o item.

Uma das atividades realizadas pelo serviço de protocolo é a classificação de documentos, no caso de instituições que possuam um código ou plano de classificação de documentos."
Questão 31891.   Arquivologia - Nível Médio - CRO PR - QUADRIX - 2016,"e) Dois, somente.","d) Três, somente.",'a',a) Seis.,,"c) Quatro, somente.","b) Cinco, somente.","Segundo Martins (1998, p. 05), se o arquivo é o conjunto de documentos recebidos e produzidos por uma entidade, seja ela pública ou privada, no decorrer de suas atividades, claro está que, sem o conhecimento dessa entidade, sua estrutura e alterações, seus objetivos e funcionamento, seria bastante difícil compreender e avaliar o verdadeiro significado de sua documentação. Para poder desempenhar satisfatoriamente as suas funções, o arquivo necessita de uma organização/estrutura básica, conforme segue: 1. Recursos humanos; 2. Instalações; 3. Recursos materiais.

As instalações dos arquivos requerem análise dos seguintes aspectos:

I. Localização.
II. Iluminação.
III. Arejamento.
IV. Higienização.
V. Disposição.
VI. Segurança.

Quantos, desses aspectos, estão corretos?"
Questão 31289.   Arquivologia - Nível Médio - CREFITO RJ - CEPUERJ - 2013,,d) a manutenção do agrupamento dos documentos de uma pessoa física ou jurídica e a preservação da ordem original,'d',a) a pertinência e a territorialidade do acervo,,c) o agrupamento dos documentos singulares em unidades significativas e a ordenação do conteúdo das peças individuais,b) a classificação dos documentos por assunto e a ordenação das séries por temas,"O princípio da proveniência é importante no âmbito dos arquivos permanentes. Neste contexto, o trabalho arquivístico deve levar em consideração:"
Questão 29460.   Arquivologia - Nível Superior - CODEMIG - FGV - 2015,e) máximo.,d) intermediário ampliado;,'a',a) mínimo;,,c) intermediário;,b) mínimo ampliado;,"Considere uma instituição pública que tem programas de retenção e eliminação de documentos, e que segue procedimentos estabelecidos para recolher à instituição arquivística pública os de valor permanente. Tal instituição se encontra no seguinte nível de aplicação da gestão de documentos:"
Questão 10574.   Arquivologia - Nível Médio - Colégio Pedro II - IDECAN - 2014,e) recolhimento,d) transferência,'e',a) descarte,,c) eliminação,b) avaliação,"Envio de documentos para a instituição arquivística pública, acompanhados dos instrumentos de recuperação da informação com vistas à sua guarda permanente e seu acesso público. Trata-se do procedimento arquivístico denominado"
Questão 20995.   Arquivologia - Nível Médio - ANATEL - CESPE - 2014,,,'b',Certo," Acerca da gestão de documentos, julgue os itens que se seguem.",,Errado,"As atividades de recebimento, classificação, registro, distribuição e tramitação são de responsabilidade do arquivo permanente.
"
Questão 40178.   Arquivologia - Nível Médio - TCE RO - CESPE - 2013,,,'b',Certo,,,Errado,"No que se refere à arquivologia, julgue os itens que se seguem.

A legislação arquivística brasileira não prevê punição para aquele que eliminem indiscriminadamente documentos públicos, o que dificulta o combate a essa prática."
Questão 34983.   Arquivologia - Nível Fundamental - IFAC - MS CONCURSOS  - 2014,,d) arquivo definitivo,'c',a) arquivo histórico,,c) arquivo temporário,b) arquivo ativo,"Todos os dias, o auxiliar em administração faz o arquivamento de vários documentos. Dessa maneira, é importante que ele conheça as três idades dos arquivos. Assim, marque a alternativa correta que traz o sinônimo de ""arquivo intermediário"". "
Questão 33565.   Arquivologia - Nível Médio - DPE MT - FGV - 2015,"e) F, V, F e V.","d) F, V, V e V.",'e',"a) V, V, V e V.",,"c) V, V, F e V.","b) F, F, F e F.","Com vistas a assegurar a preservação durante o prazo de guarda, estabelecido na tabela de temporalidade e destinação, devem ser observados procedimentos específicos de acordo com os diferentes gêneros documentais.

A esse respeito, assinale V para a afirmativa verdadeira e F para a falsa.

( ) Os papeis das capas de processos devem ser neutros.
( ) As presilhas devem ser em plástico ou em metal não oxidável.
( ) As capas dos processos devem conter fibra curta.
( ) As práticas de grampear e de colar documentos devem ser evitados.

As afirmativas são, respectivamente,"
Questão 6288.   Arquivologia - Nível Médio - Ministério da Fazenda - ESAF - 2012,e) A questão dos seus objetos serem produzidos pela natureza.,d) O conjunto orgânico de documentos.,'d',a) O objetivo cultural.,,c) A coleção feita por compra ou doação.,b) O fato de seus documentos serem produzidos em papel.,"Indique o que distingue o arquivo do centro de documentação, da biblioteca e do museu.

    
"
Questão 33827.   Arquivologia - Nível Médio - DPE RR - FCC - 2015,"e) 7, 4, 5, 2, 8, 3, 6, 1.","d) 1, 6, 5, 8, 4, 2, 3, 7.",'c',"a) 7, 3, 2, 4, 8, 5, 6, 1.",,"c) 6, 1, 3, 2, 8, 7, 5, 4.","b) 1, 6, 3, 8, 2, 5, 4, 7.","Os prontuários dos servidores de determinada instituição ficam em pastas suspensas, em cujas abas figuram seus respectivos nomes:

1. Maria Rosa de Assunção
2. João Ferreira Neto
3. João Ferreira Filho
4. José Augusto de Souza
5. Luiz de Sousa Neto
6. Maria Luiza d""Assumpção
7. Carlos Ferreira de Sousa
8. Luiz da Silva Junior

Se ordenadas alfabeticamente pelo nome dos servidores, considerando como entrada o último sobrenome de cada um deles, a disposição correta das pastas no arquivo seria"
Questão 6297.   Arquivologia - Nível Médio - Ministério da Fazenda - ESAF - 2012,e) Imparcialidade administrativa.,d) Orgânica.,'c',a) Histórica.,,c) Econômica.,b) Cultural.,"Indique qual a justificativa para a existência do arquivo intermediário.

"
Questão 20028.   Arquivologia - Nível Médio - ANEEL - CESPE - 2010,,,'a',Certo,,,Errado,"Acerca dos procedimentos adotados no setor de protocolo e arquivo em determinado órgão, e de acordo com o correto uso das técnicas de arquivamento, julgue os itens que se seguem.

O emprego da guia-fora objetiva o rearquivamento dos documentos, sendo utilizada no caso de empréstimo de documentos."
Questão 26506.   Arquivologia - Nível Médio - CNPQ - CESPE - 2011,,,'b',Certo," O programa de gestão arquivística de documentos deve ter como base a política arquivística, a designação de responsabilidades e o contexto jurídico-administrativo, conforme a missão institucional e a legislação vigente. Nesse processo, o planejamento deve compreender o levantamento e a análise da realidade institucional, o estabelecimento das diretrizes e dos procedimentos a serem cumpridos pelo órgão ou entidade, o desenho do sistema de gestão arquivística de documentos e a elaboração de instrumentos e manuais. No planejamento do programa de gestão, uma das tarefas fundamentais a ser cumprida consiste na elaboração do código de classificação e da tabela de temporalidade. Com base nesses preceitos, julgue os itens seguintes, relativos ao código de classificação e à tabela de temporalidade.",,Errado,"Os prazos de guarda definidos para o arquivo intermediário na tabela de temporalidade correspondem aos valores informativos e probatórios dos documentos.
"
Questão 4047.   Arquivologia - Nível Superior - Polícia Federal - CESPE - 2009,,,'b',Certo," Acerca de arquivologia, julgue os itens a seguir.",,Errado,"A instabilidade institucional, uma das principais
características da administração pública brasileira,
geralmente motivada pela fusão, separação, extinção e
criação de órgãos públicos, enseja uma série de problemas
para a gestão dos arquivos desses órgãos. Para lidar com
esses problemas, o princípio da pertinência é o conceito
adequado."
Questão 29457.   Arquivologia - Nível Superior - CODEMIG - FGV - 2015,e) IV  I  II.,d) III  II  IV;,'c',a) I  III  IV;,,c) II  III  I;,b) II  I  III;,"A história dos arquivos está intimamente ligada à história do suporte da informação administrativa. Relacione os principais suportes utilizados com o material do qual ele é feito:

I  placas
II  papiro
III  pergaminho
IV  códices

( ) folhas (vegetal)
( ) couro
( ) argila

A sequência correta é:"
Questão 3518.   Arquivologia - Nível Médio - TRE SP - FCC - 2012,e) divisão.,d) setor.,'b',a) núcleo de memória.,,c) organograma.,b) fundo.,"Numa instituição de custódia destinada a recolher arquivos
de diferentes entidades, a cada um desses conjuntos
de documentos dá-se o nome de
"
Questão 32163.   Arquivologia - Nível Médio - DETRAN ES - CESPE - 2010,,,'b',Certo," Julgue o item a seguir, referente a arquivamento.",,Errado,"Um assistente técnico que utilize técnica alfabética para arquivar, pela primeira vez, dados referentes a ministro chamado José da Silva deverá arquivar esses dados em local reservado à letra M.
"
Questão 20160.   Arquivologia - Nível Médio - ANCINE - CESPE - 2012,,,'b',Certo,,,Errado,"Julgue os itens que se seguem, relativos à gestão de documentos.

Os documentos recebidos por uma organização pública devem ser registrados no setor de protocolo. A exceção são as correspondências (cartas, ofícios, avisos)."
Questão 2338.   Arquivologia - Nível Médio - BD,e) geográfico,d) unitermo,'b',a) enciclopédico,,c) dicionário,b) numérico,"Para organização de uma massa documental constituída especificamente de processos, o arquivista deve utilizar o método: (UFRJ, 2004)

"
Questão 35287.   Arquivologia - Nível Médio - IFRN - FUNCERN - 2015,,"d) 20 dias, prorrogável por igual período, sem a necessidade de justificativa.",'c',"a) 20 dias, prorrogável por mais 10 dias, sem a necessidade de justificativa.",,"c) 20 dias, prorrogável por mais 10 dias, mediante justificativa expressa.","b) 20 dias, prorrogável por igual período, mediante justificativa expressa.",A Lei nº 12.527/2011 determina que o órgão ou entidade pública deverá autorizar ou conceder o acesso às informações solicitadas pelo cidadão no prazo máximo de
Questão 30903.   Arquivologia - Nível Superior - FIOCRUZ - FGV - 2010,"e) se apenas as afirmativas I, IV e V estiverem corretas.","d) se apenas as afirmativas III, IV e V estiverem corretas.",'a',"a) se apenas as afirmativas I, II e III estiverem corretas.",,"c) se apenas as afirmativas II, III e IV estiverem corretas.","b) se apenas as afirmativas I, III e IV estiverem corretas.","O historiador Marc Bloch, em seu livro Introdução à História, afirma:

Seria uma grande ilusão imaginar que a cada problema histórico corresponde um tipo único de documentos, especializado nesta função.

A partir desta declaração, analise as afirmativas a seguir.

I. Não há documentos especializados para fins históricos.
II. O historiador deve suprir a ausência de documentos;
III. O documento deve ser tomado num sentido mais amplo.
IV. Não há história sem documentos escritos.
V. O monumento é mais importante para o historiador.

Assinale:"
Questão 38252.   Arquivologia - Nível Médio - TRE RO - FCC - 2013,e) gênero.,d) espécie.,'a',a) tipo.,,c) formato.,b) forma.,"Do ponto de vista documental, um relatório de prestação de contas é exemplo de"
Questão 37053.   Arquivologia - Nível Fundamental - TJ RR - CESPE - 2012,,,'a',Certo,,,Errado,"Acerca dos conceitos e princípios arquivísticos, julgue os itens de 61 a 65.

Fazem parte do gênero textual os documentos manuscritos, datilografados ou impressos."
Questão 27789.   Arquivologia - Nível Médio - Câmara de Jaboticabal SP - VUNESP - 2015,e) viseiras.,d) post-it.,'b',a) etiquetas autoadesivas.,,c) tiras numeradas.,b) visores.,"Para uma sistemática de funcionamento dos arquivos, as pastas precisam de identificação de acordo com o método utilizado para se guardarem os documentos.

A fim de nomear ou numerar as pastas em arquivamento utilizam-se"
Questão 22202.   Arquivologia - Nível Médio - BRDE - FUNDATEC - 2015,e) na ordenação  classificação,d) na autenticação  averbação,'e',a) no trâmite  expedição,,c) na avaliação  destinação,b) no descarte  eliminação,"Arranjo é o processo que, na organização de arquivos permanentes, consiste ______________ de documentos. De acordo com a terminologia sobre arquivos, arranjo é o termo equivalente a _______________.

Assinale a alternativa que preenche, correta e respectivamente, as lacunas do trecho acima."
