questao,alternativa_E,alternativa_D,alternativaCorreta,alternativa_A,texto,alternativa_C,alternativa_B,pergunta
Questão 38887.   Biblioteconomia - Nível Fundamental - IF RO - MAKIYAMA - 2013,e) Arquivos de recortes de jornais que informam sobre assuntos diversos e temas atuais.,d) Livros voltados especificamente para o público infanto-juvenil.,'e',a) Álbuns de fotografias históricas.,,"c) Materiais de coleção (selos, papéis de carta, postais etc.).",b) Livros de história da antiguidade clássica (Greco-Latina).,"Bibliotecas também podem disponibilizar aos seus usuários uma hemeroteca, constituída por:"
Questão 11822.   Biblioteconomia - Nível Superior - Prefeitura de Florianópolis SC - FGV - 2014,e) biblioteconômica,d) econômica,'c',a) cultural,,c) política,b) social,"Entre as vantagens existentes numa rede de referência virtual, aquela que permite dividir de modo mais eficiente o trabalho entre bibliotecas e serviços de informação é um tipo de vantagem:"
Questão 35431.   Biblioteconomia - Nível Fundamental - IFGO - CS-UFG - 2014,,d) diagnóstico.,'a',a) relatório.,,c) projeto.,b) programa.,"O conjunto de informações sobre acervo, serviços prestados, usuários e recursos humanos, físicos, materiais e financeiros, ordenados de modo a mostrar a situação da biblioteca em um dado período, é considerado"
Questão 34353.   Biblioteconomia - Nível Superior - EBAL - CEFET BA - 2010,e) FEBAB.,d) SESU.,'d',a) FID.,,c) IFLA.,b) ALA.,É um dos quatro órgãos ligados a órgãos públicos federais responsáveis pela manutenção financeira e de infraestrutura do Programa de Comutação Bibliográfica  Comut  o indicado na alternativa
Questão 35162.   Biblioteconomia - Nível Superior - IFAM - FUNCAB - 2014,e) Abiblioteca é um organismo crescente.,d) Os livros são para serem usados.,'c',a) Para cada livro seu leitor.,,c) Acada leitor seu livro.,b) Poupe o tempo do leitor.,"Fundamentais ao desenvolvimento da profissão de bibliotecário, as cinco leis da biblioteconomia foram criadas pelo indiano Shiyali Ramamrita Ranganathan em 1931 e vigoram até hoje. Marque a alternativa que apresenta a 2ª lei."
Questão 35161.   Biblioteconomia - Nível Superior - IFAM - FUNCAB - 2014,"e) 3, 4, 1, 2.","d) 4, 3, 2, 1.",'a',"a) 3, 2, 4, 1.",,"c) 2, 1, 3, 4.","b) 1, 2, 3, 4.","A Classificação Decimal de Dewey (CDD) que divide o conhecimento humano em dez classes é o sistema de classificação mais utilizado em todo mundo. Relacione as notações apresentadas na coluna I com as classes descritas na coluna II.

Coluna I
1. 090
2. 330
3. 981
4. 869

Coluna II
( ) história do Brasil
( ) economia
( ) literatura portuguesa
( ) livros raros

A sequência correta é:"
Questão 29026.   Biblioteconomia - Nível Superior - Prefeitura de Betim MG - BD - 2015,,d) a aprendizagem organizacional.,'a',a) a tomada de decisões.,,c) a avaliação de resultados.,b) a organização do conhecimento.,"Os fluxos de informação permitem estabelecer e definir as etapas de obtenção e gestão da informação no contexto organizacional.

Nessa perspectiva, o fluxo de informação é um recurso estratégico para "
Questão 35157.   Biblioteconomia - Nível Superior - IFAM - FUNCAB - 2014,e) Fundo Editorial. Associação Comercial (ACA/Amazonas).,d) Amazonas (Associação Comercial). Fundo Editorial.,'b',a) Fundo Editorial da Associação Comercial do Amazonas.,,c) Associação Comercial (Amazonas). Fundo Editorial.,b) Associação Comercial do Amazonas. Fundo Editorial.,"De acordo com o Código de Catalogação Anglo-Americano (AACR2), determine a entrada correta para o Fundo Editorial, da Associação Comercial do Amazonas."
Questão 35169.   Biblioteconomia - Nível Superior - IFAM - FUNCAB - 2014,e) quinze por cento da obra reeditada.,d) cinco por cento da obra original.,'b',a) vinte por cento das obras vendidas.,,c) cinquenta por cento da obra reimpressa.,b) dez por cento do total da edição.,"De acordo com a Lei nº 9.610/1998, que discorre sobre direitos autorais, considera-se esgotada a edição quando restarem, em estoque, em poder do editor, exemplares em número inferior a:"
Questão 38889.   Biblioteconomia - Nível Fundamental - IF RO - MAKIYAMA - 2013,"e) U, U, D, U, D.","d) U, D, U, D, U.",'c',"a) D, D, U, D, D.",,"c) D, D, U, D, U.","b) D, U, D, U, U.","Analise as afirmativas a seguir e assinale (D) para o que for pertinente à Classificação Decimal de Dewey e (U) para o que for pertinente à Classificação Decimal Universal, classificações utilizadas para a organização de documentos em bibliotecas.

(__) Apresenta notação pura.
(__) Possui sete tabelas auxiliares.
(__) Possui dezenove tabelas auxiliares.
(__) Possui quatro volumes e um guia prático.
(__) Possui dez classes, sendo a quarta classe vaga.

Assinale a alternativa que apresenta a sequência CORRETA de respostas, de cima para baixo."
Questão 38898.   Biblioteconomia - Nível Fundamental - IF RO - MAKIYAMA - 2013,e) Atendimento de Catalogação.,d) Serviço Especializado.,'b',a) Auxílio Profissional.,,c) Atendimento Unilateral.,b) Serviço de Referência.,"O atendimento em uma biblioteca deve suprir as necessidades do usuário, assim como auxiliá-lo na consulta de itens, orientá-lo sobre os procedimentos para cadastro na biblioteca, ampará-lo no serviço de empréstimo, entre outros. Esse atendimento ao público é também classificado como:"
Questão 35160.   Biblioteconomia - Nível Superior - IFAM - FUNCAB - 2014,e) batimétrico.,d) topográfico.,'d',a) astronômico.,,c) político.,b) histórico.,"A fonte de informação geográfica, que apresenta as características físicas de um continente, região, país, estado ou município é conhecida como atlas:"
Questão 34351.   Biblioteconomia - Nível Superior - EBAL - CEFET BA - 2010,"e) apontar falhas nos regulamentos e nas normas das instituições em que trabalha, quando as julgar indignas do exercício profissional, devendo, nesse caso, dirigir-se aos órgãos competentes, em particular, ao Conselho Regional.","d) contribuir, como cidadão e como profissional, para o incessante desenvolvimento da sociedade e dos princípios legais que regem o país.",'d',"a) preservar o direito ao sigilo profissional, quando portador de informações confidenciais.",,"c) exercer a profissão independentemente de questões referentes à religião, à raça, ao sexo, à cor e à idade.","b) defender e ser defendido pelo órgão de classe, se ofendido em sua dignidade profissional.","Sobre o Código de Ética Profissional do Bibliotecário, conforme Resolução CFB nº 042, de 11 de janeiro de 2002, publicada no Diário Oficial da União de 14/01/2002, Seção I, p. 64, pode-se afirmar que a alternativa que se refere à Seção II  Dos deveres e obrigações  é a que fala em"
Questão 35438.   Biblioteconomia - Nível Fundamental - IFGO - CS-UFG - 2014,,"d) 025.44 SIL/cat 2. ed., 025.44 SIL/int, 025.414 SIL/cat, 025.04 SIL/cat.",'b',"a) 025.414 SIL/cat, 025.44 SIL/int, 025.04 SIL/cat, 025.44 SIL/cat 2. ed.",,"c) 025.04 SIL/cat, 025.44 SIL/int, 025.44 SIL/cat 2. ed., 025.414 SIL/cat.","b) 025.04 SIL/cat, 025.414 SIL/cat, 025.44 SIL/cat 2. ed., 025.44 SIL/int.","Observando-se o número de classificação e notação de autor, qual é a ordem de arquivamento dos livros nas estantes?"
Questão 11832.   Biblioteconomia - Nível Superior - Prefeitura de Florianópolis SC - FGV - 2014,e) compostos,d) simples,'e',a) complexos,,c) compósitos,b) básicos,"No âmbito da Representação Temática de Documentos, os assuntos que encerram duas ou mais facetas de uma mesma classe básica são denominados assuntos:"
Questão 11839.   Biblioteconomia - Nível Superior - Prefeitura de Florianópolis SC - FGV - 2014,e) físicos e intelectuais.,d) tipográficos e iconográficos;,'c',"a) impressos e manuscritos;
",,"c) textuais e não textuais;
","b) gráficos e sensoriais;
","Segundo sua natureza, os documentos são classificados como:"
Questão 27896.   Biblioteconomia - Nível Superior - Câmara de São Miguel do Oeste SC - BD - 2015,,d) RDA.,'b',a) CDD.,,c) MARC 21.,b) Dublin Core.,"Padrão de metadados que é composto por 15 elementos, planejado para facilitar a descrição de recursos eletrônicos:"
Questão 11824.   Biblioteconomia - Nível Superior - Prefeitura de Florianópolis SC - FGV - 2014,e) determinação do mercado.,"d) análise ambiental;
",'a',"a) composto de marketing;
",,"c) plano de marketing;
","b) estratégia de marketing;
","O produto de um serviço de informação é o conjunto de bens e serviços oferecidos para o conforto material e cultural do consumidor/cliente. Quando um usuário utiliza um serviço de informação, é necessário verificar o nível de satisfação em relação ao produto/serviço oferecido. Esse tipo de informação fornece um retrato do serviço e aponta as melhores ações para administrar o(a):"
Questão 11835.   Biblioteconomia - Nível Superior - Prefeitura de Florianópolis SC - FGV - 2014,e) de equivalência,d) funcional;,'d',a) de oposição;,,c) hierárquica,b) partitiva;,"Ainda na construção de tesauros, a relação conceitual existente entre medicamento/cura de doenças constitui-se em relação:"
Questão 19118.   Biblioteconomia - Nível Superior - MM QT - MB - 2012,e) Revocação.,d) Precisão.,'b',a) Especificidade.,,c) Recall.,b) Exaustividade.,"O aumento da exaustividade aumenta a revocaçao e diminui a precisão. Por outro lado, o aumento da especificidade dimi­nui a revocação e aumenta a precisão. Como é chamada a ex­tensão ou número de conceitos escolhidos para representar o conteúdo de determinado documento, na linguagem de indexa­ção?"
Questão 38895.   Biblioteconomia - Nível Fundamental - IF RO - MAKIYAMA - 2013,e) Biblioteca Especializada.,d) Biblioteca Desenvolvida.,'d',a) Biblioteca Pública.,,c) Biblioteca Universitária.,b) Biblioteca Nacional.,"A tipologia de cada biblioteca depende das funções desempenhadas por ela. De acordo com essa afirmação, são tipos oficiais de bibliotecas, EXCETO:"
Questão 19120.   Biblioteconomia - Nível Superior - MM QT - MB - 2012,e) Velatura,d) Fumigação,'d',a) Fungicida,,c) Migração ácida,b) Abrasão,"Qual é o método de conservação de acervo bibliográfico que consiste em exterminar todos os organismos vivos que afetam acervos documentais, por meio da volatização de substâncias específicas em câmaras herméticas?"
Questão 35499.   Biblioteconomia - Nível Fundamental - IFPR - CETRO - 2014,e) Salvaguardar bens representativos do homem e da natureza.,d) Acumular documentos criados por uma instituição ou pessoa.,'b',a) Apenas dispor os materiais ordenadamente para estudo.,,c) Colocar à disposição do público um conjunto de peças e objetos de valor cultural.,"b) Facilitar o acesso às informações, abrindo campo para novos estudos.","Durante muito tempo, as noções de arquivo, biblioteca e museu se confundiram, não só pela finalidade e forma física dos documentos, mas também porque estas instituições tinham o mesmo objetivo. Sendo assim, assinale a alternativa que apresenta o objetivo de uma biblioteca."
Questão 28954.   Biblioteconomia - Nível Médio - Prefeitura de Betim MG - BD - 2015,,d) as citações diretas de até três linhas devem ser feitas usando-se negrito.,'d',"a) as citações diretas, com mais de três linhas devem ser destacadas com recuo de 4 cm da margem esquerda, com letra menor que a do texto utilizado e sem as aspas.",,c) o número da página onde ocorreu o trecho transcrito deve ser precedido pela abreviação de página (p.).,"b) a chamada pelo sobrenome do autor, entre parênteses, deve ser em maiúsculas.","Sobre as citações diretas na composição de textos acadêmico-científicos, de acordo com a ABNT 2015, é INCORRETO afirmar que."
Questão 35162.   Biblioteconomia - Nível Superior - IFAM - FUNCAB - 2014,e) Abiblioteca é um organismo crescente.,d) Os livros são para serem usados.,'c',a) Para cada livro seu leitor.,,c) Acada leitor seu livro.,b) Poupe o tempo do leitor.,"Fundamentais ao desenvolvimento da profissão de bibliotecário, as cinco leis da biblioteconomia foram criadas pelo indiano Shiyali Ramamrita Ranganathan em 1931 e vigoram até hoje. Marque a alternativa que apresenta a 2ª lei."
Questão 11826.   Biblioteconomia - Nível Superior - Prefeitura de Florianópolis SC - FGV - 2014,e) bibliográfica.,d) de citação;,'b',a) explicativa;,,c) de rodapé;,b) de referência;,"A NBR 6029 da ABNT, que trata dos elementos que constituem o livro ou folheto, nomeia a nota que indica fontes consultadas ou remete a outras partes da obra onde o assunto foi abordado como nota:"
Questão 35175.   Biblioteconomia - Nível Superior - IFAM - FUNCAB - 2014,e) R. bras. Educação Esp..,d) R. Bras. Educação esp.,'b',a) Rev. bras. Educ. esp,,c) Rev. Bras. educ. Esp.,b) R. bras. Educ. esp,"Segundo a NBR 6032/1989, a abreviação correta para o periódico intitulado Revista Brasileira de Educação Especial é:"
Questão 11831.   Biblioteconomia - Nível Superior - Prefeitura de Florianópolis SC - FGV - 2014,e) pela primeira palavra do título.,"d) pelo sobrenome do autor em destaque;
",'a',"a) pelo título, excluindo-se os artigos iniciais;
",,"c) pelo nome do titular do copirraite;
","b) pelo sobrenome do primeiro autor citado;
","Quando o ponto de acesso principal numa catalogação é o título, a notação de autor, conforme a Tabela Cutter-Sanborn, se fará:"
Questão 34351.   Biblioteconomia - Nível Superior - EBAL - CEFET BA - 2010,"e) apontar falhas nos regulamentos e nas normas das instituições em que trabalha, quando as julgar indignas do exercício profissional, devendo, nesse caso, dirigir-se aos órgãos competentes, em particular, ao Conselho Regional.","d) contribuir, como cidadão e como profissional, para o incessante desenvolvimento da sociedade e dos princípios legais que regem o país.",'d',"a) preservar o direito ao sigilo profissional, quando portador de informações confidenciais.",,"c) exercer a profissão independentemente de questões referentes à religião, à raça, ao sexo, à cor e à idade.","b) defender e ser defendido pelo órgão de classe, se ofendido em sua dignidade profissional.","Sobre o Código de Ética Profissional do Bibliotecário, conforme Resolução CFB nº 042, de 11 de janeiro de 2002, publicada no Diário Oficial da União de 14/01/2002, Seção I, p. 64, pode-se afirmar que a alternativa que se refere à Seção II  Dos deveres e obrigações  é a que fala em"
Questão 28956.   Biblioteconomia - Nível Médio - Prefeitura de Betim MG - BD - 2015,,d) conferir material adquirido pela biblioteca.,'b',a) zelar pela dignidade profissional e pelo aperfeiçoamento da biblioteca onde atua.,,c) organizar o acervo bibliográfico para controle da biblioteca.,b) orientar os procedimentos necessários para realização de pesquisas do acervo.,"Considerando questões de ética profissional, o Técnico de Biblioteca, em relação aos usuários dos serviços da biblioteca deve."
Questão 11839.   Biblioteconomia - Nível Superior - Prefeitura de Florianópolis SC - FGV - 2014,e) físicos e intelectuais.,d) tipográficos e iconográficos;,'c',"a) impressos e manuscritos;
",,"c) textuais e não textuais;
","b) gráficos e sensoriais;
","Segundo sua natureza, os documentos são classificados como:"
Questão 30949.   Biblioteconomia - Nível Médio - FIOCRUZ - FDC - 2014,e) da direita para a esquerda.,d) de acordo com o seu tamanho e cor.,'b',a) em ordem cronológica.,,c) de baixo para cima.,b) da esquerda para a direita.,"O acervo de uma biblioteca deve ser organizado de modo que o material que o compõe possa ser localizado facilmente pelos leitores. Quanto à posição dos livros nas estantes, estes devem ser colocados:"
Questão 30946.   Biblioteconomia - Nível Médio - FIOCRUZ - FDC - 2014,"e) um portal que reúne as teses e dissertações publicadas no Brasil, pelas universidades federais.","d) uma rede de catalogação cooperativa, que visa à difusão de acervos de livros brasileiros.",'b',"a) uma base de dados da literatura internacional da área médica e biomédica, produzida pela National Library of Medicine.",,"c) um portal de publicação eletrônica de periódicos científicos, que disponibiliza textos completos de artigos de mais de mil revistas científicas.","b) um índice bibliográfico da literatura relativa às ciências da saúde, publicada nos países da América Latina e Caribe.","A Base LILACS, que pode ser acessada por meio da Biblioteca Virtual da Saúde (BVS), se constitui em:"
Questão 11823.   Biblioteconomia - Nível Superior - Prefeitura de Florianópolis SC - FGV - 2014,e) segurança do intercâmbio e dos dados.,"d) hospedagem do sistema.
",'a',"a) acessibilidade do serviço em linha para o público;
",,"c) conectividade;
","b) modo de contato;
","Na implantação de um serviço de referência virtual, os aspectos técnicos que requerem a criação de uma seção específica do serviço no sítio da instituição, com a construção de páginas HTML ou XML e vínculos de hipertexto, dizem respeito à(ao):"
Questão 21790.   Biblioteconomia - Nível Superior - AL SP - FCC - 2010,"e) devido à sua elevada padronização, a LN traz uma baixa incidência de respostas negativas ou de relações incorretas entre os termos, quando comparada à LC.",d) é necessário o treinamento tanto de bibliotecários quanto de usuários no uso da LC; já a LN tende a se distanciar dos conceitos adequados para a representação da informação.,'c',"a) ao utilizar a LC, a base de dados está efetivamente autoindexada, isso porque o uso da LN para indexação e/ou recuperação não é viável na maioria dos casos.",,"c) os campos de título e resumo registram os termos da LN, enquanto os campos de descritores, palavras- chave ou identificadores registram os termos da LC.","b) em uma busca usando a LN, os usuários necessitam da mediação do bibliotecário, ao passo que, com a LC, podem interagir diretamente com os documentos.","Em relação às linguagens documentárias, considere:

I. A Linguagem Natural (LN) pode ser definida como a linguagem do discurso técnico-científico.

II. A Linguagem Controlada (LC) pode ser definida como um conjunto limitado de termos autorizados para uso na indexação e busca de documentos.

No contexto da recuperação da informação em bases de dados,"
Questão 35163.   Biblioteconomia - Nível Superior - IFAM - FUNCAB - 2014,e) pesquisa bibliográfica.,d) aquisição de obras.,'e',a) preservação do acervo.,,c) preparação de livros.,b) inventário da coleção.,"O serviço de referência tem por objetivo auxiliar e orientar o usuário na busca da informação pertinente. Recepcionar os usuários e explicar as normas adotadas pela Biblioteca são tarefas inseridas nesse serviço, do qual também faz parte:"
Questão 11821.   Biblioteconomia - Nível Superior - Prefeitura de Florianópolis SC - FGV - 2014,e) batimétricos,d) geológicos,'e',a) topográficos,,c) hidrológicos,b) meteorológicos,"Os atlas e mapas podem ser de vários tipos. Aqueles que mostram a profundidade e as características do solo do mar, zonas costeiras, rios e lagoas são os:"
Questão 27894.   Biblioteconomia - Nível Superior - Câmara de São Miguel do Oeste SC - BD - 2015,,d) VTLS.,'c',a) Virtua.,,c) CDS/ISIS.,b) Aleph.,As primeiras iniciativas de informatização nas bibliotecas brasileiras ocorreram através do software:
Questão 35495.   Biblioteconomia - Nível Fundamental - IFPR - CETRO - 2014,"e) consiste em adquirir materiais descartados por pessoas, instituições, grupos, editoras ou outras bibliotecas.",d) acontece estritamente em bibliotecas públicas.,'e',a) é efetivada pelo setor responsável pela negociação logo após a seleção das obras.,,c) prescinde de critérios de seleção.,b) visa a promover a troca de publicações entre bibliotecas.,"A aquisição é o processo técnico de formação do acervo que se concretiza por meio da compra, doação ou permuta. Sobre a aquisição por doação, é correto afirmar que"
Questão 38892.   Biblioteconomia - Nível Fundamental - IF RO - MAKIYAMA - 2013,e) Ciências Aplicadas.,d) Ciências Exatas.,'d',a) Filosofia.,,c) Ciências Puras.,b) Literatura.,"O Sistema de Classificação de Melvil Dewey abrange todos os campos do conhecimento humano, dividindo-os em dez classes que, por sua vez, são subdivididas minuciosamente, possibilitando às bibliotecas classificarem os seus livros da maneira mais detalhada possível. São classes do Sistema de Dewey as explicitadas a seguir, EXCETO:"
Questão 28957.   Biblioteconomia - Nível Médio - Prefeitura de Betim MG - BD - 2015,,d) Indexação.,'a',a) Classificação.,,c) Reparo.,b) Preparo técnico.,"Assinale o processo que consiste em determinar os assuntos e os códigos alfanuméricos que os representam, possibilitando sua recuperação por assunto ou tipo."
Questão 29020.   Biblioteconomia - Nível Superior - Prefeitura de Betim MG - BD - 2015,,"d) I, II, III e IV.",'a',"a) I, III e IV, apenas.",,"c) II, III e IV, apenas.","b) I e II, apenas.","Sobre a atuação do Bibliotecônomo como mediador de leitura, analise as afirmações

I. Diferentemente dos professores, o Bibliotecônomo não tem a incumbência de cumprir conteúdos curriculares, grade curricular.
II. A participação do Bibliotecônomo na formação do leitor deve incluir a cobrança de leitura para aquisição de conteúdos ou normas gramaticais.
III. O Bibliotecônomo deve ser leitor e dar testemunho disso aos alunos; não só disponibilizar leitura aos seus usuários, mas também propor-lhes leituras.
IV. Bibliotecônomo pode trabalhar junto com o Professor e deve buscar mais informações e objetivos, porém, cada qual terá responsabilidades e atividades específicas, empenhando-se no que sua formação e experiência o permitem fazer para promover o gosto pela leitura na escola.

É CORRETO o que se afirma em"
Questão 30949.   Biblioteconomia - Nível Médio - FIOCRUZ - FDC - 2014,e) da direita para a esquerda.,d) de acordo com o seu tamanho e cor.,'b',a) em ordem cronológica.,,c) de baixo para cima.,b) da esquerda para a direita.,"O acervo de uma biblioteca deve ser organizado de modo que o material que o compõe possa ser localizado facilmente pelos leitores. Quanto à posição dos livros nas estantes, estes devem ser colocados:"
Questão 34354.   Biblioteconomia - Nível Superior - EBAL - CEFET BA - 2010,e) sinal de igualdade,d) ponto e vírgula.,'e',a) barra.,,c) dois-pontos.,b) travessão.,"De acordo com o AACR2, títulos equivalentes devem ser registrados na ordem indicada por sua sequência ou por seu layout na fonte principal de informação, separados por"
Questão 11816.   Biblioteconomia - Nível Superior - Prefeitura de Florianópolis SC - FGV - 2014,e) atender as necessidades de estudantes do ensino superior.,"d) preservar a memória nacional;
",'b',"a) estar mais voltada para recreação;
",,"c) fornecer material necessário às atividades dos professores;
","b) ser subvencionada pelo poder público;
",As bibliotecas públicas caracterizam-se por: destinar-se a toda coletividade; possuir todo tipo de material e:
Questão 38891.   Biblioteconomia - Nível Fundamental - IF RO - MAKIYAMA - 2013,e) documentação,d) reconstrução,'b',a) restauração,,c) recuperação,b) conservação,"Leia o trecho a seguir:

A ______________ define-se como um conjunto de medidas específicas e preventivas necessárias para a manutenção da existência física do documento.

Preenche corretamente a lacuna acima o exposto em:"
Questão 21793.   Biblioteconomia - Nível Superior - AL SP - FCC - 2010,"e) as afirmações I e II estão incompletas; na primeira regra, o qualificador não faz parte do termo e, na segunda, os homógrafos são os termos equivalentes.","d) a afirmação II está incorreta; nesses casos, os termos devem ser relacionados aos diferentes conceitos com remissivas do tipo ""ver também"".",'c',"a) a afirmação I está incorreta; nesses casos, o termo deve ser relacionado aos diferentes conceitos com remissivas do tipo ""ver"".",,c) as afirmações I e II estão incorretas; a primeira regra trata de solucionar o problema da ambiguidade e a segunda se refere aos sinônimos.,b) as afirmações I e II estão corretas; essas regras são a base para a elaboração de qualquer tipo de vocabulário controlado.,"Sobre as regras que devem ser aplicadas ao se construir um vocabulário controlado, em essência, considere:

I. Se o mesmo termo é comumente usado para denotar conceitos distintos, então esse termo deve ser claramente qualificado para solucionar essa relação ontológica.

II. Se vários termos são usados para expressar o mesmo conceito, um desses termos deve ser identificado como o termo preferido ou descritor, enquanto os demais são listados como homógrafos.

Ocorre que"
Questão 28954.   Biblioteconomia - Nível Médio - Prefeitura de Betim MG - BD - 2015,,d) as citações diretas de até três linhas devem ser feitas usando-se negrito.,'d',"a) as citações diretas, com mais de três linhas devem ser destacadas com recuo de 4 cm da margem esquerda, com letra menor que a do texto utilizado e sem as aspas.",,c) o número da página onde ocorreu o trecho transcrito deve ser precedido pela abreviação de página (p.).,"b) a chamada pelo sobrenome do autor, entre parênteses, deve ser em maiúsculas.","Sobre as citações diretas na composição de textos acadêmico-científicos, de acordo com a ABNT 2015, é INCORRETO afirmar que."
Questão 35443.   Biblioteconomia - Nível Fundamental - IFGO - CS-UFG - 2014,,d) repositório institucional.,'a',a) biblioteca digital.,,c) base periódica.,b) revista eletrônica.,"A coleção de documentos disponíveis por meio eletrônico para utilização simultânea de um mesmo documento por diversos usuários, cuja organização, estrutura e apresentação que suportam o relacionamento dos usuários com os objetos de informação, é chamada de"
